unit_number,unit_name,latin_term,latin_genitive,part_of_speech,gender,english_translation,english_definition,german_translation,german_definition,slovak_translation,slovak_definition,notes
4,3rd latin vowel-declension,cutis,cutis,Noun,feminine,skin,,die Haut,,koža,,
4,3rd latin vowel-declension,"deciduus, decidua, deciduum",,Adjective,,deciduous / milk (tooth),,deciduös,,dočasný / mliečny,,
4,3rd latin vowel-declension,dens,dentis,Noun,masculine,tooth,,der Zahn,,zub,,
4,3rd latin vowel-declension,dens caninus,dentis canini,Noun,masculine,canine tooth,,der Eckzahn,,očný zub,,
4,3rd latin vowel-declension,dens deciduus,dentis decidui,Noun,masculine,deciduous tooth,,der Milchzahn,,mliečny zub,,
4,3rd latin vowel-declension,dens incisivus,dentis incisivi,Noun,masculine,incisor tooth,,der Schneidezahn,,rezák,,
4,3rd latin vowel-declension,extractio,extractionis,Noun,feminine,extraction,"surgical removal by pulling out",die Extraktion,,extrakcia,,
4,3rd latin vowel-declension,febris,febris,Noun,feminine,fever,,das Fieber,,horúčka,,
4,3rd latin vowel-declension,fauces,faucium,Noun,feminine,throat,"space between soft palate and dorsum of tongue",der Rachen,,hltan,,
4,3rd latin vowel-declension,"flāvus, flāva, flāvum",,Adjective,,yellow,,gelb,,žltý,,
4,3rd latin vowel-declension,"hūmidus, hūmida, hūmidum",,Adjective,,humid / damp,,feucht,,vlhký,,
4,3rd latin vowel-declension,"incompletus, incompleta, incompletum",,Adjective,,incomplete,,unvollständig,,neúplný,,
4,3rd latin vowel-declension,injectio,injectionis,Noun,feminine,injection,,die Injektion,,injekcia,,
4,3rd latin vowel-declension,lex,legis,Noun,feminine,law,,das Gesetz,,zákon,,
4,3rd latin vowel-declension,lēge artis,,Phrase,,according to the rules (of medicine),,,lege artis,,lege artis,,
4,3rd latin vowel-declension,luxatio,luxationis,Noun,feminine,luxation / dislocation,,die Luxation,,vykĺbenie,,
4,3rd latin vowel-declension,māter,mātris,Noun,feminine,mother,"(anat.) envelope, delicate membrane",die Mutter,,matka,,
4,3rd latin vowel-declension,dūra māter,dūrae mātris,Noun,feminine,dura mater,"hard membrane covering brain and spinal cord",die Dura mater,,tvrdá plena mozgová,,
4,3rd latin vowel-declension,pia māter,piae mātris,Noun,feminine,pia mater,"delicate membrane investing brain and spinal cord",die Pia mater,,mäkká plena mozgová,,
4,3rd latin vowel-declension,mors,mortis,Noun,feminine,death,,der Tod,,smrť,,
4,3rd latin vowel-declension,mors in tabulā,,Phrase,,death on the operating table,,,smrť na operačnom stole,,
4,3rd latin vowel-declension,"osseus, ossea, osseum",,Adjective,,osseous / bony,,knöchern,,kostný,,
4,3rd latin vowel-declension,ōstium,ōstiī,Noun,neuter,orifice / opening,,die Öffnung,,ústie,,
4,3rd latin vowel-declension,pars,partis,Noun,feminine,part / portion,,der Teil,,časť,,
4,3rd latin vowel-declension,pāncreas,pāncreatis,Noun,neuter,pancreas,,das Pankreas,,pankreas,,
4,3rd latin vowel-declension,pelvis,pelvis,Noun,feminine,pelvis,,das Becken,,panva,,
4,3rd latin vowel-declension,pertussis,pertussis,Noun,feminine,whooping cough,,der Keuchhusten,,čierny kašeľ,,
4,3rd latin vowel-declension,"pius, pia, pium",,Adjective,,pious / delicate,,fromm / zart,,zbožný / jemný,,
4,3rd latin vowel-declension,pons,pontis,Noun,masculine,bridge,"(anat.) bridge-like structure",die Brücke,,most,,
4,3rd latin vowel-declension,"proprius, propria, proprium",,Adjective,,proper / one’s own,,eigen,,vlastný,,
4,3rd latin vowel-declension,restitutio,restitutionis,Noun,feminine,restitution / recovery,,die Wiederherstellung,,obnova,,
4,3rd latin vowel-declension,"rete, retis",,Noun,neuter,network,,das Netz,,sieť,,
4,3rd latin vowel-declension,"rheumaticus, rheumatica, rheumaticum",,Adjective,,rheumatic,,rheumatisch,,reumatický,,
4,3rd latin vowel-declension,"sacer, sacra, sacrum",,Adjective,,sacred / holy,,heilig,,posvätný,,
4,3rd latin vowel-declension,os sacrum,ossis sacri,Noun,neuter,sacrum / sacral bone,,das Kreuzbein,,krížová kosť,,
4,3rd latin vowel-declension,sectio,sectionis,Noun,feminine,"section / act of cutting","(clin.) cut, division; (anat.) segment or part",die Sektion,,rez / sekcia,,
4,3rd latin vowel-declension,"siccus, sicca, siccum",,Adjective,,dry,,trocken,,suchý,,
4,3rd latin vowel-declension,sitis,sitis,Noun,feminine,thirst,,der Durst,,smäd,,
4,3rd latin vowel-declension,"subcutaneus, subcutanea, subcutaneum",,Adjective,,subcutaneous,"placed under the skin",subkutan,,podkožný,,
4,3rd latin vowel-declension,"suspectus, suspecta, suspectum",,Adjective,,suspected,,verdächtig,,podozrivý,,
4,3rd latin vowel-declension,tabula,tabulae,Noun,feminine,table / board,,die Tafel,,tabuľa,,
4,3rd latin vowel-declension,tuberculosis,tuberculosis,Noun,feminine,tuberculosis,T.B.,die Tuberkulose,,tuberkulóza,,
4,3rd latin vowel-declension,tussis,tussis,Noun,feminine,cough,,der Husten,,kašeľ,,
4,3rd latin vowel-declension,unguis,unguis,Noun,masculine,nail,,der Nagel,,necht,,
4,3rd latin vowel-declension,"venosus, venosa, venosum",,Adjective,,venous,,venös,,žilový,,

5,4th and 5th declensions,abortus,abortūs,Noun,masculine,abortion,,der Abort,,potrat,,
5,4th and 5th declensions,abortus in cursū,,Phrase,,ongoing abortion,,laufender Abort,,prebiehajúci potrat,,
5,4th and 5th declensions,abortus spontāneus,,Phrase,,miscarriage,,Spontanabort,,samovoľný potrat,,
5,4th and 5th declensions,abscessus,abscessūs,Noun,masculine,abscess,"a circumscribed collection of pus",der Abszess,,absces,ohraničené nahromadenie hnisu,
5,4th and 5th declensions,"acus, acūs",acus,Noun,feminine,needle,,die Nadel,,ihla,,
5,4th and 5th declensions,aditus,aditūs,Noun,masculine,entrance,,der Eingang,,vchod,,
5,4th and 5th declensions,arcus,arcūs,Noun,masculine,arch,"archlike structure",der Bogen,,oblúk,,
5,4th and 5th declensions,"arōmaticus, arōmatica, arōmaticum",,Adjective,,aromatic,,aromatisch,,aromatický,,
5,4th and 5th declensions,articulātiō,articulātiōnis,Noun,feminine,articulation / joint,,die Artikulation,,kĺb,,
5,4th and 5th declensions,auditus,auditūs,Noun,masculine,hearing,"the sense of hearing",das Gehör,,sluch,zmysel sluchu,
5,4th and 5th declensions,caecum,caecī,Noun,neuter,cecum,"initial segment of the large intestine",das Zäkum,,slepé črevo,,
5,4th and 5th declensions,"cariēs, cariēī",cariēī,Noun,feminine,caries,"decay, especially dental caries",die Karies,,kaz,,
5,4th and 5th declensions,"circulātōrius, circulātōria, circulātōrium",,Adjective,,circulatory,,zirkulatorisch,,obehový,,
5,4th and 5th declensions,collāpsus,collāpsūs,Noun,masculine,collapse / breakdown,,der Kollaps,,kolaps,,
5,4th and 5th declensions,"cornū, cornūs",cornūs,Noun,neuter,horn,"hornlike structure",das Horn,,roh,,
5,4th and 5th declensions,cursus,cursūs,Noun,masculine,course,,der Verlauf,,priebeh,,
5,4th and 5th declensions,decubitus,decubitūs,Noun,masculine,decubitus,"bedsore, decubitus ulcer",der Dekubitus,,dekubit,,
5,4th and 5th declensions,"diēs, diēī",diēī,Noun,masculine,day,,der Tag,,deň,,
5,4th and 5th declensions,ductus,ductūs,Noun,masculine,duct / canal,,der Gang,,vývod,,
5,4th and 5th declensions,ductus chōlēdochus,,Phrase,,biliary duct,,der Gallengang,,žlčovod,,
5,4th and 5th declensions,ductus lymphāticus,,Phrase,,lymphatic duct,,der Lymphgang,,lymfatický vývod,,
5,4th and 5th declensions,"endocrīnus, endocrīna, endocrīnum",,Adjective,,endocrine,"with inner secretion",endokrin,,endokrinný,,
5,4th and 5th declensions,"faciēs, faciēī",faciēī,Noun,feminine,"1. face 2. surface",,die Fläche / das Gesicht,,plocha / tvár,,
5,4th and 5th declensions,"fibrōsus, fibrōsa, fibrōsum",,Adjective,,fibrous,"made up of fibers",fibrös,,väzivový,,
5,4th and 5th declensions,"genū, genūs",genūs,Noun,neuter,knee,,das Knie,,koleno,,
5,4th and 5th declensions,gustus,gustūs,Noun,masculine,taste,"sense of taste",der Geschmack,,chuť,zmysel chuti,
5,4th and 5th declensions,"Hippocraticus, Hippocratica, Hippocraticum",,Adjective,,Hippocratic,"concerning Hippocrates",hippokratisch,,hipokratický,,
5,4th and 5th declensions,infarctus,infarctūs,Noun,masculine,infarction / heart attack,,der Infarkt,,infarkt,,
5,4th and 5th declensions,infectiō,infectiōnis,Noun,feminine,infection,,die Infektion,,infekcia,,
5,4th and 5th declensions,lāmina,lāminae,Noun,feminine,lamina / disc,"thin plate or flat layer",die Lamelle,,lamela,,
5,4th and 5th declensions,"manus, manūs",manūs,Noun,feminine,hand,,die Hand,,ruka,,
5,4th and 5th declensions,"mastōideus, mastōidea, mastōideum",,Adjective,,mastoid,"breast-shaped",mastoidal,,mastoidný,,
5,4th and 5th declensions,meātus,meātūs,Noun,masculine,meatus,"passage, channel",der Meatus,,priechod,,
5,4th and 5th declensions,meātus acūsticus,,Phrase,,acoustic meatus,,der Gehörgang,,zvukovod,,
5,4th and 5th declensions,medicus,medicī,Noun,masculine,physician / doctor,,der Arzt,,lekár,,
5,4th and 5th declensions,"morbillōsus, morbillōsa, morbillōsum",,Adjective,,related to measles,,morbillös,,morbílkový,,
5,4th and 5th declensions,myocardium,myocardiī,Noun,neuter,myocardium,"middle layer of the cardiac wall",das Myokard,,myokard,,
5,4th and 5th declensions,"oculomotōrius, oculomotōria, oculomotōrium",,Adjective,,oculomotor,"belonging to ocular movements",okulomotorisch,,okulomotorický,,
5,4th and 5th declensions,olfactus,olfactūs,Noun,masculine,olfaction,the sense of smell,der Geruchssinn,,čuch,zmysel čuchu,
5,4th and 5th declensions,"opticus, optica, opticum",,Adjective,,optic / visual,,optisch,,zrakový,,
5,4th and 5th declensions,ossiculum,ossiculī,Noun,neuter,ossicle / small bone,,das Gehörknöchelchen,,sluchová kostička,,
5,4th and 5th declensions,partus,partūs,Noun,masculine,labour / delivery,,die Geburt,,pôrod,,
5,4th and 5th declensions,"perforātus, perforāta, perforātum",,Adjective,,perforated / ruptured,,perforiert,,perforovaný,,
5,4th and 5th declensions,pericardium,pericardiī,Noun,neuter,pericardium,the membrane around the heart,das Perikard,,osrdcovník,,
5,4th and 5th declensions,plexus,plexūs,Noun,masculine,plexus,"network of nerves or blood vessels",der Plexus,,pletivo,,
5,4th and 5th declensions,"praemātūrus, praemātūra, praemātūrum",,Adjective,,premature,"before achieving full development",frühgeboren,,predčasný,,
5,4th and 5th declensions,processus,processūs,Noun,masculine,process,"projection or outgrowth",der Fortsatz,,výbežok,,
5,4th and 5th declensions,prōlāpsus,prōlāpsūs,Noun,masculine,prolapse,"falling down of an organ",der Prolaps,,prolaps,,
5,4th and 5th declensions,quercus,quercūs,Noun,feminine,oak tree,,die Eiche,,dub,,
5,4th and 5th declensions,sensus,sensūs,Noun,masculine,sense,,der Sinn,,zmysel,,
5,4th and 5th declensions,"siccus, sicca, siccum",,Adjective,,dry,,trocken,,suchý,,
5,4th and 5th declensions,sinus,sinūs,Noun,masculine,"1. channel for passage of blood or lymph 2. hollow in a bone (paranasal sinus)",,der Sinus,,dutina,,
5,4th and 5th declensions,species,speciērum,Noun,feminine,tea mixture / herbal blend,,die Mischung,,zmes,,
5,4th and 5th declensions,"spontāneus, spontānea, spontāneum",,Adjective,,spontaneous,,spontan,,spontánny,,
5,4th and 5th declensions,status,status,Noun,masculine,state / condition,,der Zustand,,stav,,
5,4th and 5th declensions,strūctūra,strūctūrae,Noun,feminine,structure / composition,,die Struktur,,štruktúra,,
5,4th and 5th declensions,"styloideus, styloidea, styloideum",,Adjective,,styloid / peg-shaped,,griffelförmig,,styloidný,,
5,4th and 5th declensions,tractus,tractūs,Noun,masculine,tract / path / way,,der Trakt,,trakt,,
5,4th and 5th declensions,"ūrologicus, ūrologica, ūrologicum",,Adjective,,urologic,,urologisch,,urologický,,
5,4th and 5th declensions,ūsus,ūsūs,Noun,masculine,use,,der Gebrauch,,použitie,,
5,4th and 5th declensions,"uterīnus, uterīna, uterīnum",,Adjective,,uterine,,uterin,,maternicový,,
5,4th and 5th declensions,tuba uterīna,tubae uterīnae,Noun,feminine,uterine tube,,die Eileiter,,vajcovod,,
5,4th and 5th declensions,vīsus,vīsūs,Noun,masculine,vision / sight,the sense of vision,der Sehsinn,,zrak,zmysel zraku,

6,3rd declensions - the greek Nouns,aneurysma,aneurysmatis,Noun,neuter,aneurysm,localised dilation in vessel wall,das Aneurysma,,aneuryzma,,
6,3rd declensions - the greek Nouns,angioma,angiomatis,Noun,neuter,angioma,tumour in vessel wall,das Angiom,,angiom,,
6,3rd declensions - the greek Nouns,appendix,appendicis,Noun,feminine,appendage,,der Appendix,,prívesok,,
6,3rd declensions - the greek Nouns,appendicitis,appendicitidis,Noun,feminine,appendicitis,inflammation of cecum appendage,die Appendizitis,,apendicitída,,
6,3rd declensions - the greek Nouns,arthritis,arthritidis,Noun,feminine,arthritis,joint inflammation,die Arthritis,,artritída,,
6,3rd declensions - the greek Nouns,arthrosis,arthrosis,Noun,feminine,arthrosis,degenerative disease of a joint,die Arthrose,,artróza,,
6,3rd declensions - the greek Nouns,basis,basis,Noun,feminine,"1. base/bottom 2. wider lower part of an organ (e.g. lung, skull)",,die Basis,,báza,,
6,3rd declensions - the greek Nouns,bifurcatio,bifurcationis,Noun,feminine,bifurcation,,die Bifurkation,,rozdvojenie,,
6,3rd declensions - the greek Nouns,bronchitis,bronchitidis,Noun,feminine,bronchitis,inflammation of the bronchi,die Bronchitis,,bronchitída,,
6,3rd declensions - the greek Nouns,carcinoma,carcinomatis,Noun,neuter,carcinoma,malignant tumour of cancerous nature,das Karzinom,,karcinóm,,
6,3rd declensions - the greek Nouns,carotis,carotidis,Noun,feminine,carotid artery,,die Karotis,,krčnica,,
6,3rd declensions - the greek Nouns,coma,comatis,Noun,neuter,coma,state of profound unconsciousness,das Koma,,kóma,,
6,3rd declensions - the greek Nouns,coxarthrosis,coxarthrosis,Noun,feminine,coxarthrosis,degenerative disease of the hip joint(s),die Coxarthrose,,koxartróza,,
6,3rd declensions - the greek Nouns,"cricoideus, cricoidea, cricoideum",,Adjective,,cricoid,signet-ring shaped,ringförmig,,krikoidný,,
6,3rd declensions - the greek Nouns,cuspis,cuspidis,Noun,feminine,"1. cusp (cuspid) of tooth 2. leaflet of heart valve",,die Spitze,,hrot,,
6,3rd declensions - the greek Nouns,cystis,cystidis,Noun,feminine,cyst,pathological sac,die Zyste,,cysta,,
6,3rd declensions - the greek Nouns,"deltoideus, deltoidea, deltoideum",,Adjective,,deltoid,delta-shaped,deltamuskelförmig,,deltoidný,,
6,3rd declensions - the greek Nouns,dermatitis,dermatitidis,Noun,feminine,dermatitis,inflammation of the skin,die Dermatitis,,dermatitída,,
6,3rd declensions - the greek Nouns,diaphragma,diaphragmatis,Noun,neuter,diaphragm,partition separating the abdominal cavity from the pectoral cavity,das Zwerchfell,,bránica,,
6,3rd declensions - the greek Nouns,dilatatio,dilatationis,Noun,feminine,dilatation,enlargement / widening,dilatation,,dilatácia,,
6,3rd declensions - the greek Nouns,"diphthericus, diphtherica, diphthericum",,Adjective,,diphtheric,,diphtherisch,,difterický,,
6,3rd declensions - the greek Nouns,eczema,eczematis,Noun,neuter,eczema,allergic inflammatory skin disease,das Ekzem,,ekzém,,
6,3rd declensions - the greek Nouns,encephalitis,encephalitidis,Noun,feminine,encephalitis,inflammation of the brain,die Enzephalitis,,encefalitída,,
6,3rd declensions - the greek Nouns,epididymis,epididymidis,Noun,feminine,epididymis,,der Nebenhoden,,nadsemenník,,
6,3rd declensions - the greek Nouns,"gangraenosus, gangraenosa, gangraenosum",,Adjective,,gangrenous,,gangränös,,gangrenózny,,
6,3rd declensions - the greek Nouns,gaster,gastris,Noun,feminine,stomach,,der Magen,,žalúdok,,
6,3rd declensions - the greek Nouns,gastritis,gastritidis,Noun,feminine,gastritis,inflammation of the stomach,die Gastritis,,gastritída,,
6,3rd declensions - the greek Nouns,glottis,glottidis,Noun,feminine,glottis,part of the larynx composed of the two vocal folds,die Glottis,,hlasivková štrbina,,
6,3rd declensions - the greek Nouns,gravida,gravidae,Noun,feminine,pregnant woman,,die Schwangere,,tehotná žena,,
6,3rd declensions - the greek Nouns,hepatitis,hepatitidis,Noun,feminine,hepatitis,inflammation of the liver,die Hepatitis,,hepatitída,,
6,3rd declensions - the greek Nouns,"hyoideus,hyoidea,hyoideum",,Adjective,,hyoid,,zungenbeinbezogen,,jazylkový,,
6,3rd declensions - the greek Nouns,os hyoideum,ossis hyoidei,Noun,neuter,hyoid bone,U-shaped bone supporting the tongue muscles,das Zungenbein,,jazylka,,
6,3rd declensions - the greek Nouns,"intravenosus, intravenosa, intravenosum",,Adjective,,intravenous,within a vein,intravenös,,intravenózny,,
6,3rd declensions - the greek Nouns,"lambdoideus, lambdoidea, lambdoideum",,Adjective,,lambdoid,lambda-shaped,lambdaförmig,,lambdový,,
6,3rd declensions - the greek Nouns,margo,margī,Noun,masculine,margin / border,,der Rand,,okraj,,
6,3rd declensions - the greek Nouns,meninx,meningis,Noun,feminine,meninx,membrane / envelope,die Meninx,,mozgová blana,,
6,3rd declensions - the greek Nouns,meninges,meningum,Noun,feminine,meninges,membranous envelope of brain and spinal cord,die Meningen,,mozgové blany,,
6,3rd declensions - the greek Nouns,meningitis,meningitidis,Noun,feminine,meningitis,inflammation of the meninges,die Meningitis,,meningitída,,
6,3rd declensions - the greek Nouns,myocarditis,myocarditidis,Noun,feminine,myocarditis,inflammation of the heart muscle,die Myokarditis,,myokarditída,,
6,3rd declensions - the greek Nouns,myoma,myomatis,Noun,neuter,myoma,muscle tumour,das Myom,,myóm,,
6,3rd declensions - the greek Nouns,myositis,myositidis,Noun,feminine,myositis,inflammation of a muscle,die Myositis,,myozitída,,
6,3rd declensions - the greek Nouns,narcosis,narcosis,Noun,feminine,narcosis,general anesthesia,die Narkose,,narkóza,,
6,3rd declensions - the greek Nouns,neoplasma,neoplasmatis,Noun,neuter,neoplasm,new growth / tumour,das Neoplasma,,novotvar,,
6,3rd declensions - the greek Nouns,nephritis,nephritidis,Noun,feminine,nephritis,inflammation of the kidneys,die Nephritis,,nefritída,,
6,3rd declensions - the greek Nouns,nephrosis,nephrosis,Noun,feminine,nephrosis,degenerative disease of the kidneys,die Nephrose,,nefróza,,
6,3rd declensions - the greek Nouns,oedema,oedematis,Noun,neuter,edema,swelling,das Ödem,,edém,,
6,3rd declensions - the greek Nouns,osteoma,osteomatis,Noun,neuter,osteoma,bone tumour,das Osteom,,osteóm,,
6,3rd declensions - the greek Nouns,ostitis,ostitidis,Noun,feminine,ostitis,inflammation of a bone,die Ostitis,,ostitída,,
6,3rd declensions - the greek Nouns,otitis,otitidis,Noun,feminine,otitis,inflammation of the ear,die Otitis,,otitída,,
6,3rd declensions - the greek Nouns,periosteum,periosteī,Noun,neuter,periosteum,membrane surrounding bones,das Periost,,okostica,,
6,3rd declensions - the greek Nouns,"posttraumaticus, posttraumatica, posttraumaticum",,Adjective,,posttraumatic,,posttraumatisch,,posttraumatický,,
6,3rd declensions - the greek Nouns,"pubicus, pubica, pubicum",,Adjective,,pubic,relating to the pubic region,schambeinbezogen,,lonový,,
6,3rd declensions - the greek Nouns,"purulentus, purulenta, purulentum",,Adjective,,purulent,containing or producing pus,eitrig,,hnisavý,,
6,3rd declensions - the greek Nouns,retina,retinae,Noun,feminine,retina,nervous tunic of the eyeball,die Retina,,sietnica,,
6,3rd declensions - the greek Nouns,"sesamoideus, sesamoidea, sesamoideum",,Adjective,,sesamoid,sesame-shaped,sesambeinartig,,sezamský,,
6,3rd declensions - the greek Nouns,"sigmoideus, sigmoidea, sigmoideum",,Adjective,,sigmoid,sigma-shaped,sigmoidförmig,,sigmoidný,,
6,3rd declensions - the greek Nouns,situs,situs,Noun,masculine,site,original position,der Situs,,uloženie,,
6,3rd declensions - the greek Nouns,sphincter,sphincteris,Noun,masculine,sphincter,muscle closing an orifice,der Schließmuskel,,zvierač,,
6,3rd declensions - the greek Nouns,spondylosis,spondylosis,Noun,feminine,spondylosis,degenerative disease of vertebrae,die Spondylose,,spondylóza,,
6,3rd declensions - the greek Nouns,stenosis,stenosis,Noun,feminine,stenosis,narrowing of any canal,die Stenose,,stenóza,,
6,3rd declensions - the greek Nouns,symphysis,symphysis,Noun,feminine,symphysis,secondary cartilaginous joint,die Symphyse,,symfýza,,
6,3rd declensions - the greek Nouns,symptoma,symptomatis,Noun,neuter,symptom,manifestation,Symptom,,príznak,,
6,3rd declensions - the greek Nouns,syndroma,syndromatis,Noun,neuter,syndrome,set of symptoms of some disease,das Syndrom,,syndróm,,
6,3rd declensions - the greek Nouns,systema,systematis,Noun,neuter,system,,das System,,systém,,
6,3rd declensions - the greek Nouns,testis,testis,Noun,masculine,testicle,one of the two paired male gonads,der Hoden,,semenník,,
6,3rd declensions - the greek Nouns,thrombosis,thrombosis,Noun,feminine,thrombosis,formation of a thrombus in vessels,die Thrombose,,trombóza,,
6,3rd declensions - the greek Nouns,tonsillitis,tonsillitidis,Noun,feminine,tonsillitis,inflammation of the tonsils,die Tonsillitis,,tonzilitída,,
6,3rd declensions - the greek Nouns,trachea,tracheae,Noun,feminine,trachea,windpipe,die Luftröhre,,priedušnica,,
6,3rd declensions - the greek Nouns,trauma,traumatis,Noun,neuter,trauma,wound / injury,das Trauma,,poranenie,,
6,3rd declensions - the greek Nouns,ureter,ureteris,Noun,masculine,ureter,tube leading from kidney to bladder,der Harnleiter,,močovod,,

7,3rd declension - Adjectives,abdominālis,,Adjective,,abdominal,relating to the abdomen,abdominal,,abdominálny,,
7,3rd declension - Adjectives,adenocarcinōma,adenocarcinōmatis,Noun,neuter,adenocarcinoma,,das Adenokarzinom,,adenokarcinóm,,
7,3rd declension - Adjectives,articulāris,,Adjective,,articular,relating to a joint,artikulär,,artikulárny,,
7,3rd declension - Adjectives,ascendēns,,Adjective,,ascending,,aufsteigend,,vzostupný,,
7,3rd declension - Adjectives,biceps,bicipitis,Noun,masculine,biceps,having two heads,der Bizeps,,dvojhlavý sval,,
7,3rd declension - Adjectives,bicuspidālis,,Adjective,,bicuspid,with two cusps,bikuspidal,,dvojcípy,,
7,3rd declension - Adjectives,biventer,tris,Noun,masculine,digastric,two-bellied,zweibäuchig,,dvojbrušný,,
7,3rd declension - Adjectives,brachiālis,,Adjective,,brachial,relating to the arm,brachial,,ramenný,,
7,3rd declension - Adjectives,brachium,brachiī,Noun,neuter,arm,between shoulder and elbow,der Arm,,rameno,,
7,3rd declension - Adjectives,brevis,,Adjective,,short,,kurz,,krátky,,
7,3rd declension - Adjectives,cardiovascularis,,Adjective,,cardiovascular,,kardiovaskulär,,kardiovaskulárny,,
7,3rd declension - Adjectives,cellula,cellulae,Noun,feminine,cell,,die Zelle,,bunka,,
7,3rd declension - Adjectives,cervicālis,,Adjective,,cervical,relating to the cervix/zones,halsbezogen,,krčný,,
7,3rd declension - Adjectives,columna,columnae,Noun,feminine,column / pillar,,die Säule,,stĺp,,
7,3rd declension - Adjectives,columna vertebrālis,columnae vertebrālis,Noun,feminine,vertebral column,,die Wirbelsäule,,chrbtica,compound term
7,3rd declension - Adjectives,commūnis,,Adjective,,common,,gemeinsam,,spoločný,,
7,3rd declension - Adjectives,commūnicāns,,Adjective,,communicating,,kommunizierend,,komunikujúci,,
7,3rd declension - Adjectives,corpusculum,corpusculī,Noun,neuter,corpuscle,,das Körperchen,,teliesko,,
7,3rd declension - Adjectives,crassus,,Adjective,,thick,,dick,,hrubý,,
7,3rd declension - Adjectives,cum,,Preposition,,with,,mit,,s,,"Abl."
7,3rd declension - Adjectives,dēformāns,,Adjective,,deforming,,deformierend,,deformujúci,,
7,3rd declension - Adjectives,dēscendēns,,Adjective,,descending,,absteigend,,zostupný,,
7,3rd declension - Adjectives,duodēnum,duodēnī,Noun,neuter,duodenum,,das Duodenum,,dvanástnik,,
7,3rd declension - Adjectives,dorsālis,,Adjective,,dorsal,,dorsal,,chrbtový,,
7,3rd declension - Adjectives,dosis,dosis,Noun,feminine,dose,,die Dosis,,dávka,,
7,3rd declension - Adjectives,epitheliālis,,Adjective,,epithelial,,epithelial,,epiteliálny,,
7,3rd declension - Adjectives,exitus,exitūs,Noun,masculine,exit / death,,der Tod,,úmrtie,,
7,3rd declension - Adjectives,exitus lētālis,exitūs lētālis,Noun,masculine,death,,tödlicher Ausgang,,smrť,compound term
7,3rd declension - Adjectives,faciālis,,Adjective,,facial,,fazial,,tvárový,,
7,3rd declension - Adjectives,fasciculus,fasciculī,Noun,masculine,fascicle,,das Faszikel,,zväzok,,
7,3rd declension - Adjectives,fibulāris,,Adjective,,fibular,,fibular,,lýtkový,,
7,3rd declension - Adjectives,flexor,flexōris,Noun,masculine,flexor,,der Beuger,,ohýbač,,
7,3rd declension - Adjectives,frontālis,,Adjective,,frontal,,frontal,,čelový,,
7,3rd declension - Adjectives,genitālis,,Adjective,,genital,,genital,,genitálny,,
7,3rd declension - Adjectives,graviditās,graviditātis,Noun,feminine,pregnancy,,die Schwangerschaft,,tehotenstvo,,
7,3rd declension - Adjectives,hepaticus,,Adjective,,hepatic,,hepatisch,,pečeňový,,
7,3rd declension - Adjectives,impār,impāris,Adjective,,unequal,,ungleich,,nerovnaký,,
7,3rd declension - Adjectives,intercostālis,,Adjective,,intercostal,,interkostal,,medzirebrový,,
7,3rd declension - Adjectives,intermusculāris,,Adjective,,intermuscular,,intermuskulär,,medzisvalový,,
7,3rd declension - Adjectives,interspinālis,,Adjective,,interspinous,,interspinal,,medzitŕňový,,
7,3rd declension - Adjectives,intestinālis,,Adjective,,intestinal,,intestinal,,črevný,,
7,3rd declension - Adjectives,intestīnum,intestīnī,Noun,neuter,intestine,,der Darm,,črevo,,
7,3rd declension - Adjectives,intestīnum crassum,intestīnī crassī,Noun,neuter,large intestine,,Dickdarm,,hrubé črevo,compound term
7,3rd declension - Adjectives,intestīnum tenue,intestīnī tenuis,Noun,neuter,small intestine,,Dünndarm,,tenké črevo,compound term
7,3rd declension - Adjectives,intrāmusculāris,,Adjective,,intramuscular,,intramuskulär,,intramuskulárny,,
7,3rd declension - Adjectives,labiālis,,Adjective,,labial,,labial,,perový,,
7,3rd declension - Adjectives,lēns,lentis,Noun,feminine,lens,,die Linse,,šošovka,,
7,3rd declension - Adjectives,lētālis,,Adjective,,lethal,,letal,,letálny,,
7,3rd declension - Adjectives,lobulus,lobulī,Noun,masculine,lobule,,der Läppchen,,lalôčik,,
7,3rd declension - Adjectives,lumbālis,,Adjective,,lumbar,,lumbal,,driekový,,
7,3rd declension - Adjectives,malformātiō,malformātiōnis,Noun,feminine,malformation,,die Fehlbildung,,malformácia,,
7,3rd declension - Adjectives,maxillāris,,Adjective,,maxillary,,maxillär,,čeľustný,,
7,3rd declension - Adjectives,mediālis,,Adjective,,medial,,medial,,mediálny,,
7,3rd declension - Adjectives,medulla,medullae,Noun,feminine,medulla,,die Medulla,,dreň,,
7,3rd declension - Adjectives,medulla spinālis,medullae spinālis,Noun,feminine,spinal cord,,Rückenmark,,miecha,compound term
7,3rd declension - Adjectives,metatarsālis,,Adjective,,metatarsal,,metatarsal,,priehlavkový,,
7,3rd declension - Adjectives,migrāns,,Adjective,,migrating,,wandernd,,migrujúci,,
7,3rd declension - Adjectives,mollis,,Adjective,,soft,,weich,,mäkký,,
7,3rd declension - Adjectives,multiplex,multiplicis,Adjective,,multiple,,multipel,,mnohopočetný,,
7,3rd declension - Adjectives,musculāris,,Adjective,,muscular,,muskulär,,svalový,,
7,3rd declension - Adjectives,myelitis,myelitidis,Noun,feminine,myelitis,inflammation of spinal cord/bone marrow,die Myelitis,,myelitída,,
