atc_code,atc_name,parent_code,level
D11AE,Androgens for topical use,D11A,4
D11AF,Wart and anti-corn preparations,D11A,4
D11AH,"Agents for dermatitis, excluding corticosteroids",D11A,4
D11AX,Other dermatologicals,D11A,4
G,GENITO URINARY SYSTEM AND SEX HORMONES,,1
G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G,2
G02,OTHER GYNECOLOGICALS,G,2
G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G,2
G04,UROLOGICALS,G,2
G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01,3
G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,G01,3
G02A,UTEROTONICS,G02,3
G02B,CONTRACEPTIVES FOR TOPICAL USE,G02,3
G02C,OTHER GYNECOLOGICALS,G02,3
G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03,3
G03B,ANDROGENS,G03,3
G03C,ESTROGENS,G03,3
G03D,PROGESTOGENS,G03,3
G03E,ANDROGENS AND FEMALE SEX HORMONES IN COMBINATION,G03,3
G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03,3
G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03,3
G03H,ANTIANDROGENS,G03,3
G03X,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,3
G04B,UROLOGICALS,G04,3
G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04,3
G01AA,Antibiotics,G01A,4
G01AB,Arsenic compounds,G01A,4
G01AC,Quinoline derivatives,G01A,4
G01AD,Organic acids,G01A,4
G01AE,Sulfonamides,G01A,4
G01AF,Imidazole derivatives,G01A,4
G01AG,Triazole derivatives,G01A,4
G01AX,Other antiinfectives and antiseptics,G01A,4
G01BA,Antibiotics and corticosteroids,G01B,4
G01BC,Quinoline derivatives and corticosteroids,G01B,4
G01BD,Antiseptics and corticosteroids,G01B,4
G01BE,Sulfonamides and corticosteroids,G01B,4
G01BF,Imidazole derivatives and corticosteroids,G01B,4
G02AB,Ergot alkaloids,G02A,4
G02AC,"Ergot alkaloids and oxytocin incl. analogues, in combination",G02A,4
G02AD,Prostaglandins,G02A,4
G02AX,Other uterotonics,G02A,4
G02BA,Intrauterine contraceptives,G02B,4
G02BB,Intravaginal contraceptives,G02B,4
G02CA,"Sympathomimetics, labour repressants",G02C,4
G02CB,Prolactine inhibitors,G02C,4
G02CC,Antiinflammatory products for vaginal administration,G02C,4
G02CX,Other gynecologicals,G02C,4
G03AA,"Progestogens and estrogens, fixed combinations",G03A,4
G03AB,"Progestogens and estrogens, sequential preparations",G03A,4
G03AC,Progestogens,G03A,4
G03AD,Emergency contraceptives,G03A,4
G03BA,3-oxoandrosten (4) derivatives,G03B,4
G03BB,5-androstanon (3) derivatives,G03B,4
G03CA,"Natural and semisynthetic estrogens, plain",G03C,4
G03CB,"Synthetic estrogens, plain",G03C,4
G03CC,"Estrogens, combinations with other drugs",G03C,4
G03CX,Other estrogens,G03C,4
G03DA,Pregnen (4) derivatives,G03D,4
G03DB,Pregnadien derivatives,G03D,4
G03DC,Estren derivatives,G03D,4
G03EA,Androgens and estrogens,G03E,4
G03EB,"Androgen, progestogen and estrogen in combination",G03E,4
G03EK,Androgens and female sex hormones in combination with other drugs,G03E,4
G03FA,"Progestogens and estrogens, fixed combinations",G03F,4
G03FB,"Progestogens and estrogens, sequential preparations",G03F,4
G03GA,Gonadotropins,G03G,4
G03GB,"Ovulation stimulants, synthetic",G03G,4
G03HA,"Antiandrogens, plain",G03H,4
G03HB,Antiandrogens and estrogens,G03H,4
G03XA,Antigonadotropins and similar agents,G03X,4
G03XB,Progesterone receptor modulators,G03X,4
G03XC,Selective estrogen receptor modulators,G03X,4
G03XX,Other sex hormones and modulators of the genital system,G03X,4
G04BA,Acidifiers,G04B,4
G04BC,Urinary concrement solvents,G04B,4
G04BD,Drugs for urinary frequency and incontinence,G04B,4
G04BE,Drugs used in erectile dysfunction,G04B,4
G04BX,Other urologicals,G04B,4
G04CA,Alpha-adrenoreceptor antagonists,G04C,4
G04CB,Testosterone-5-alpha reductase inhibitors,G04C,4
G04CX,Other drugs used in benign prostatic hypertrophy,G04C,4
H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",,1
H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H,2
H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H,2
H03,THYROID THERAPY,H,2
H04,PANCREATIC HORMONES,H,2
H05,CALCIUM HOMEOSTASIS,H,2
H01A,ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,H01,3
H01B,POSTERIOR PITUITARY LOBE HORMONES,H01,3
H01C,HYPOTHALAMIC HORMONES,H01,3
H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02,3
H02B,"CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS",H02,3
H02C,ANTIADRENAL PREPARATIONS,H02,3
H03A,THYROID PREPARATIONS,H03,3
H03B,ANTITHYROID PREPARATIONS,H03,3
H03C,IODINE THERAPY,H03,3
H04A,GLYCOGENOLYTIC HORMONES,H04,3
H05A,PARATHYROID HORMONES AND ANALOGUES,H05,3
H05B,ANTI-PARATHYROID AGENTS,H05,3
H01AA,ACTH,H01A,4
H01AB,Thyrotropin,H01A,4
H01AC,Somatropin and somatropin agonists,H01A,4
H01AX,Other anterior pituitary lobe hormones and analogues,H01A,4
H01BA,Vasopressin and analogues,H01B,4
H01BB,Oxytocin and analogues,H01B,4
H01CA,Gonadotropin-releasing hormones,H01C,4
H01CB,Somatostatin and analogues,H01C,4
H01CC,Anti-gonadotropin-releasing hormones,H01C,4
H02AA,Mineralocorticoids,H02A,4
H02AB,Glucocorticoids,H02A,4
H02BX,"Corticosteroids for systemic use, combinations",H02B,4
H02CA,Anticorticosteroids,H02C,4
H03AA,Thyroid hormones,H03A,4
H03BA,Thiouracils,H03B,4
H03BB,Sulfur-containing imidazole derivatives,H03B,4
H03BC,Perchlorates,H03B,4
H03BX,Other antithyroid preparations,H03B,4
H03CA,Iodine therapy,H03C,4
H04AA,Glycogenolytic hormones,H04A,4
H05AA,Parathyroid hormones and analogues,H05A,4
H05BA,Calcitonin preparations,H05B,4
H05BX,Other anti-parathyroid agents,H05B,4
J,ANTIINFECTIVES FOR SYSTEMIC USE,,1
J01,ANTIBACTERIALS FOR SYSTEMIC USE,J,2
J02,ANTIMYCOTICS FOR SYSTEMIC USE,J,2
J04,ANTIMYCOBACTERIALS,J,2
J05,ANTIVIRALS FOR SYSTEMIC USE,J,2
J06,IMMUNE SERA AND IMMUNOGLOBULINS,J,2
J07,VACCINES,J,2
J01A,TETRACYCLINES,J01,3
J01B,AMPHENICOLS,J01,3
J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01,3
J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01,3
J01E,SULFONAMIDES AND TRIMETHOPRIM,J01,3
J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01,3
J01G,AMINOGLYCOSIDE ANTIBACTERIALS,J01,3
J01M,QUINOLONE ANTIBACTERIALS,J01,3
J01R,COMBINATIONS OF ANTIBACTERIALS,J01,3
J01X,OTHER ANTIBACTERIALS,J01,3
J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02,3
J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04,3
J04B,DRUGS FOR TREATMENT OF LEPRA,J04,3
J05A,DIRECT ACTING ANTIVIRALS,J05,3
J06A,IMMUNE SERA,J06,3
J06B,IMMUNOGLOBULINS,J06,3
J07A,BACTERIAL VACCINES,J07,3
J07B,VIRAL VACCINES,J07,3
J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",J07,3
J07X,OTHER VACCINES,J07,3
J01AA,Tetracyclines,J01A,4
J01BA,Amphenicols,J01B,4
J01CA,Penicillins with extended spectrum,J01C,4
J01CE,Beta-lactamase sensitive penicillins,J01C,4
J01CF,Beta-lactamase resistant penicillins,J01C,4
J01CG,Beta-lactamase inhibitors,J01C,4
J01CR,"Combinations of penicillins, incl. beta-lactamase inhibitors",J01C,4
J01DB,First-generation cephalosporins,J01D,4
J01DC,Second-generation cephalosporins,J01D,4
J01DD,Third-generation cephalosporins,J01D,4
J01DE,Fourth-generation cephalosporins,J01D,4
J01DF,Monobactams,J01D,4
J01DH,Carbapenems,J01D,4
J01DI,Other cephalosporins and penems,J01D,4
J01EA,Trimethoprim and derivatives,J01E,4
J01EB,Short-acting sulfonamides,J01E,4
J01EC,Intermediate-acting sulfonamides,J01E,4
J01ED,Long-acting sulfonamides,J01E,4
J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives",J01E,4
J01FA,Macrolides,J01F,4
J01FF,Lincosamides,J01F,4
J01FG,Streptogramins,J01F,4
J01GA,Streptomycins,J01G,4
J01GB,Other aminoglycosides,J01G,4
J01MA,Fluoroquinolones,J01M,4
J01MB,Other quinolones,J01M,4
J01RA,Combinations of antibacterials,J01R,4
J01XA,Glycopeptide antibacterials,J01X,4
J01XB,Polymyxins,J01X,4
J01XC,Steroid antibacterials,J01X,4
J01XD,Imidazole derivatives,J01X,4
J01XE,Nitrofuran derivatives,J01X,4
J01XX,Other antibacterials,J01X,4
J02AA,Antibiotics,J02A,4
J02AB,Imidazole derivatives,J02A,4
J02AC,Triazole and tetrazole derivatives,J02A,4
J02AX,Other antimycotics for systemic use,J02A,4
J04AA,Aminosalicylic acid and derivatives,J04A,4
J04AB,Antibiotics,J04A,4
J04AC,Hydrazides,J04A,4
J04AD,Thiocarbamide derivatives,J04A,4
J04AK,Other drugs for treatment of tuberculosis,J04A,4
J04AM,Combinations of drugs for treatment of tuberculosis,J04A,4
J04BA,Drugs for treatment of lepra,J04B,4
J05AA,Thiosemicarbazones,J05A,4
J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05A,4
J05AC,Cyclic amines,J05A,4
J05AD,Phosphonic acid derivatives,J05A,4
J05AE,Protease inhibitors,J05A,4
J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,J05A,4
J05AG,Non-nucleoside reverse transcriptase inhibitors,J05A,4
J05AH,Neuraminidase inhibitors,J05A,4
J05AJ,Integrase inhibitors,J05A,4
J05AP,Antivirals for treatment of HCV infections,J05A,4
J05AR,"Antivirals for treatment of HIV infections, combinations",J05A,4
J05AX,Other antivirals,J05A,4
J06AA,Immune sera,J06A,4
J06BA,"Immunoglobulins, normal human",J06B,4
J06BB,Specific immunoglobulins,J06B,4
J06BC,Antibacterial monoclonal antibodies,J06B,4
J06BD,Antiviral monoclonal antibodies,J06B,4
J07AC,Anthrax vaccines,J07A,4
J07AD,Brucellosis vaccines,J07A,4
J07AE,Cholera vaccines,J07A,4
J07AF,Diphtheria vaccines,J07A,4
J07AG,Haemophilus influenzae B vaccines,J07A,4
J07AH,Meningococcal vaccines,J07A,4
J07AJ,Pertussis vaccines,J07A,4
J07AK,Plague vaccines,J07A,4
J07AL,Pneumococcal vaccines,J07A,4
J07AM,Tetanus vaccines,J07A,4
J07AN,Tuberculosis vaccines,J07A,4
J07AP,Typhoid vaccines,J07A,4
J07AR,Typhus (exanthematicus) vaccines,J07A,4
J07AX,Other bacterial vaccines,J07A,4
J07BA,Encephalitis vaccines,J07B,4
J07BB,Influenza vaccines,J07B,4
J07BC,Hepatitis vaccines,J07B,4
J07BD,Measles vaccines,J07B,4
J07BE,Mumps vaccines,J07B,4
J07BF,Poliomyelitis vaccines,J07B,4
J07BG,Rabies vaccines,J07B,4
J07BH,Rota virus diarrhea vaccines,J07B,4
J07BJ,Rubella vaccines,J07B,4
J07BK,Varicella zoster vaccines,J07B,4
J07BL,Yellow fever vaccines,J07B,4
J07BM,Papillomavirus vaccines,J07B,4
J07BN,Covid-19 vaccines,J07B,4
J07BX,Other viral vaccines,J07B,4
J07CA,"Bacterial and viral vaccines, combined",J07C,4
J07XA,Parasitic vaccines,J07X,4
L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,,1
L01,ANTINEOPLASTIC AGENTS,L,2
L02,ENDOCRINE THERAPY,L,2
L03,IMMUNOSTIMULANTS,L,2
L04,IMMUNOSUPPRESSANTS,L,2
L01A,ALKYLATING AGENTS,L01,3
L01B,ANTIMETABOLITES,L01,3
L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01,3
L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01,3
L01E,PROTEIN KINASE INHIBITORS,L01,3
L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01,3
L01X,OTHER ANTINEOPLASTIC AGENTS,L01,3
L02A,HORMONES AND RELATED AGENTS,L02,3
L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02,3
L03A,IMMUNOSTIMULANTS,L03,3
L04A,IMMUNOSUPPRESSANTS,L04,3
L01AA,Nitrogen mustard analogues,L01A,4
L01AB,Alkyl sulfonates,L01A,4
L01AC,Ethylene imines,L01A,4
L01AD,Nitrosoureas,L01A,4
L01AG,Epoxides,L01A,4
L01AX,Other alkylating agents,L01A,4
L01BA,Folic acid analogues,L01B,4
L01BB,Purine analogues,L01B,4
L01BC,Pyrimidine analogues,L01B,4
L01CA,Vinca alkaloids and analogues,L01C,4
L01CB,Podophyllotoxin derivatives,L01C,4
L01CC,Colchicine derivatives,L01C,4
L01CD,Taxanes,L01C,4
L01CE,Topoisomerase 1 (TOP1) inhibitors,L01C,4
L01CX,Other plant alkaloids and natural products,L01C,4
L01DA,Actinomycines,L01D,4
L01DB,Anthracyclines and related substances,L01D,4
L01DC,Other cytotoxic antibiotics,L01D,4
L01EA,BCR-ABL tyrosine kinase inhibitors,L01E,4
L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,L01E,4
L01EC,B-Raf serine-threonine kinase (BRAF) inhibitors,L01E,4
L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,L01E,4
L01EE,Mitogen-activated protein kinase (MEK) inhibitors,L01E,4
L01EF,Cyclin-dependent kinase (CDK) inhibitors,L01E,4
L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,L01E,4
L01EH,Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,L01E,4
L01EJ,Janus-associated kinase (JAK) inhibitors,L01E,4
L01EK,Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors,L01E,4
L01EL,Bruton's tyrosine kinase (BTK) inhibitors,L01E,4
L01EM,Phosphatidylinositol-3-kinase (Pi3K) inhibitors,L01E,4
L01EN,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,L01E,4
L01EX,Other protein kinase inhibitors,L01E,4
L01FA,CD20 (Clusters of Differentiation 20) inhibitors,L01F,4
L01FB,CD22 (Clusters of Differentiation 22) inhibitors,L01F,4
L01FC,CD38 (Clusters of Differentiation 38) inhibitors,L01F,4
L01FD,HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,L01F,4
L01FE,EGFR (Epidermal Growth Factor Receptor) inhibitors,L01F,4
L01FF,PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,L01F,4
L01FG,VEGF/VEGFR (Vascular Endothelial Growth Factor) inhibitors,L01F,4
L01FX,Other monoclonal antibodies and antibody drug conjugates,L01F,4
L01FY,Combinations of monoclonal antibodies and antibody drug conjugates,L01F,4
L01XA,Platinum compounds,L01X,4
L01XB,Methylhydrazines,L01X,4
L01XD,Sensitizers used in photodynamic/radiation therapy,L01X,4
L01XF,Retinoids for cancer treatment,L01X,4
L01XG,Proteasome inhibitors,L01X,4
L01XH,Histone deacetylase (HDAC) inhibitors,L01X,4
L01XJ,Hedgehog pathway inhibitors,L01X,4
L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,L01X,4
L01XL,Antineoplastic cell and gene therapy,L01X,4
L01XX,Other antineoplastic agents,L01X,4
L01XY,Combinations of antineoplastic agents,L01X,4
L02AA,Estrogens,L02A,4
L02AB,Progestogens,L02A,4
L02AE,Gonadotropin releasing hormone analogues,L02A,4
L02AX,Other hormones,L02A,4
L02BA,Anti-estrogens,L02B,4
L02BB,Anti-androgens,L02B,4
L02BG,Aromatase inhibitors,L02B,4
L02BX,Other hormone antagonists and related agents,L02B,4
L03AA,Colony stimulating factors,L03A,4
L03AB,Interferons,L03A,4
L03AC,Interleukins,L03A,4
L03AX,Other immunostimulants,L03A,4
L04AA,Selective immunosuppressants,L04A,4
L04AB,Tumor necrosis factor alpha (TNF-α) inhibitors,L04A,4
L04AC,Interleukin inhibitors,L04A,4
L04AD,Calcineurin inhibitors,L04A,4
L04AE,Sphingosine-1-phosphate (S1P) receptor modulators,L04A,4
L04AF,Janus-associated kinase (JAK) inhibitors,L04A,4
L04AG,Monoclonal antibodies,L04A,4
L04AH,Mammalian target of rapamycin (mTOR) kinase inhibitors,L04A,4
L04AJ,Complement inhibitors,L04A,4
L04AK,Dihydroorotate dehydrogenase (DHODH) inhibitors,L04A,4
L04AX,Other immunosuppressants,L04A,4
M,MUSCULO-SKELETAL SYSTEM,,1
M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M,2
M02,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M,2
M03,MUSCLE RELAXANTS,M,2
M04,ANTIGOUT PREPARATIONS,M,2
M05,DRUGS FOR TREATMENT OF BONE DISEASES,M,2
M09,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M,2
M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01,3
M01B,ANTIINFLAMMATORY/ANTIRHEUMATIC AGENTS IN COMBINATION,M01,3
M01C,SPECIFIC ANTIRHEUMATIC AGENTS,M01,3
M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02,3
M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03,3
M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03,3
M03C,"MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS",M03,3
M04A,ANTIGOUT PREPARATIONS,M04,3
M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05,3
M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09,3
M01AA,Butylpyrazolidines,M01A,4
M01AB,Acetic acid derivatives and related substances,M01A,4
M01AC,Oxicams,M01A,4
M01AE,Propionic acid derivatives,M01A,4
M01AG,Fenamates,M01A,4
M01AH,Coxibs,M01A,4
M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",M01A,4
M01BA,Antiinflammatory/antirheumatic agents in combination with corticosteroids,M01B,4
M01BX,Other antiinflammatory/antirheumatic agents in combination with other drugs,M01B,4
M01CA,Quinolines,M01C,4
M01CB,Gold preparations,M01C,4
M01CC,Penicillamine and similar agents,M01C,4
M01CX,Other specific antirheumatic agents,M01C,4
M02AA,"Antiinflammatory preparations, non-steroids for topical use",M02A,4
M02AB,Capsaicin and similar agents,M02A,4
M02AC,Preparations with salicylic acid derivatives,M02A,4
M02AX,Other topical products for joint and muscular pain,M02A,4
M03AA,Curare alkaloids,M03A,4
M03AB,Choline derivatives,M03A,4
M03AC,Other quaternary ammonium compounds,M03A,4
M03AX,"Other muscle relaxants, peripherally acting agents",M03A,4
M03BA,Carbamic acid esters,M03B,4
M03BB,"Oxazol, thiazine, and triazine derivatives",M03B,4
M03BC,"Ethers, chemically close to antihistamines",M03B,4
M03BX,Other centrally acting agents,M03B,4
M03CA,Dantrolene and derivatives,M03C,4
M04AA,Preparations inhibiting uric acid production,M04A,4
M04AB,Preparations increasing uric acid excretion,M04A,4
M04AC,Preparations with no effect on uric acid metabolism,M04A,4
M04AX,Other antigout preparations,M04A,4
M05BA,Bisphosphonates,M05B,4
M05BB,"Bisphosphonates, combinations",M05B,4
M05BC,Bone morphogenetic proteins,M05B,4
M05BX,Other drugs affecting bone structure and mineralization,M05B,4
M09AA,Quinine and derivatives,M09A,4
M09AB,Enzymes,M09A,4
M09AX,Other drugs for disorders of the musculo-skeletal system,M09A,4
N,NERVOUS SYSTEM,,1
N01,ANESTHETICS,N,2
N02,ANALGESICS,N,2
N03,ANTIEPILEPTICS,N,2
N04,ANTI-PARKINSON DRUGS,N,2
N05,PSYCHOLEPTICS,N,2
N06,PSYCHOANALEPTICS,N,2
N07,OTHER NERVOUS SYSTEM DRUGS,N,2
N01A,"ANESTHETICS, GENERAL",N01,3
N01B,"ANESTHETICS, LOCAL",N01,3
N02A,OPIOIDS,N02,3
N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02,3
N02C,ANTIMIGRAINE PREPARATIONS,N02,3
N03A,ANTIEPILEPTICS,N03,3
N04A,ANTICHOLINERGIC AGENTS,N04,3
N04B,DOPAMINERGIC AGENTS,N04,3
N04C,OTHER ANTIPARKINSON DRUGS,N04,3
N05A,ANTIPSYCHOTICS,N05,3
N05B,ANXIOLYTICS,N05,3
N05C,HYPNOTICS AND SEDATIVES,N05,3
N06A,ANTIDEPRESSANTS,N06,3
N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06,3
N06C,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,N06,3
N06D,ANTI-DEMENTIA DRUGS,N06,3
N07A,PARASYMPATHOMIMETICS,N07,3
N07B,DRUGS USED IN ADDICTIVE DISORDERS,N07,3
N07C,ANTIVERTIGO PREPARATIONS,N07,3
N07X,OTHER NERVOUS SYSTEM DRUGS,N07,3
N01AA,Ethers,N01A,4
N01AB,Halogenated hydrocarbons,N01A,4
N01AF,"Barbiturates, plain",N01A,4
N01AG,Barbiturates in combination with other drugs,N01A,4
N01AH,Opioid anesthetics,N01A,4
N01AX,Other general anesthetics,N01A,4
N01BA,Esters of aminobenzoic acid,N01B,4
N01BB,Amides,N01B,4
N01BC,Esters of benzoic acid,N01B,4
N01BX,Other local anesthetics,N01B,4
N02AA,Natural opium alkaloids,N02A,4
N02AB,Phenylpiperidine derivatives,N02A,4
N02AC,Diphenylpropylamine derivatives,N02A,4
N02AD,Benzomorphan derivatives,N02A,4
N02AE,Oripavine derivatives,N02A,4
N02AF,Morphinan derivatives,N02A,4
N02AG,Opioids in combination with antispasmodics,N02A,4
N02AJ,Opioids in combination with non-opioid analgesics,N02A,4
N02AX,Other opioids,N02A,4
N02BA,Salicylic acid and derivatives,N02B,4
N02BB,Pyrazolones,N02B,4
N02BE,Anilides,N02B,4
N02BF,Gabapentinoids,N02B,4
N02BG,Other analgesics and antipyretics,N02B,4
N02CA,Ergot alkaloids,N02C,4
N02CB,Corticosteroid derivatives,N02C,4
N02CC,Selective serotonin (5HT1) agonists,N02C,4
N02CD,Calcitonin gene-related peptide (CGRP) antagonists,N02C,4
N02CX,Other antimigraine preparations,N02C,4
N03AA,Barbiturates and derivatives,N03A,4
N03AB,Hydantoin derivatives,N03A,4
N03AC,Oxazolidine derivatives,N03A,4
N03AD,Succinimide derivatives,N03A,4
N03AE,Benzodiazepine derivatives,N03A,4
N03AF,Carboxamide derivatives,N03A,4
N03AG,Fatty acid derivatives,N03A,4
N03AX,Other antiepileptics,N03A,4
N04AA,Tertiary amines,N04A,4
N04AB,Ethers chemically close to antihistamines,N04A,4
N04AC,Ethers of tropine or tropine derivatives,N04A,4
N04BA,Dopa and dopa derivatives,N04B,4
N04BB,Adamantane derivatives,N04B,4
N04BC,Dopamine agonists,N04B,4
N04BD,Monoamine oxidase B inhibitors,N04B,4
N04BX,Other dopaminergic agents,N04B,4
N04CX,Other antiparkinson drugs,N04C,4
N05AA,Phenothiazines with aliphatic side-chain,N05A,4
N05AB,Phenothiazines with piperazine structure,N05A,4
N05AC,Phenothiazines with piperidine structure,N05A,4
N05AD,Butyrophenone derivatives,N05A,4
N05AE,Indole derivatives,N05A,4
N05AF,Thioxanthene derivatives,N05A,4
N05AG,Diphenylbutylpiperidine derivatives,N05A,4
N05AH,"Diazepines, oxazepines, thiazepines and oxepines",N05A,4
N05AL,Benzamides,N05A,4
N05AN,Lithium,N05A,4
N05AX,Other antipsychotics,N05A,4
N05BA,Benzodiazepine derivatives,N05B,4
N05BB,Diphenylmethane derivatives,N05B,4
N05BC,Carbamates,N05B,4
N05BD,Dibenzo-bicyclo-octadiene derivatives,N05B,4
N05BE,Azaspirodecanedione derivatives,N05B,4
N05BX,Other anxiolytics,N05B,4
N05CA,"Barbiturates, plain",N05C,4
N05CB,"Barbiturates, combinations",N05C,4
N05CC,Aldehydes and derivatives,N05C,4
N05CD,Benzodiazepine derivatives,N05C,4
N05CE,Piperidinedione derivatives,N05C,4
N05CF,Benzodiazepine related drugs,N05C,4
N05CH,Melatonin receptor agonists,N05C,4
N05CJ,Orexin receptor antagonists,N05C,4
N05CM,Other hypnotics and sedatives,N05C,4
N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",N05C,4
N06AA,Non-selective monoamine reuptake inhibitors,N06A,4
N06AB,Selective serotonin reuptake inhibitors,N06A,4
N06AF,"Monoamine oxidase inhibitors, non-selective",N06A,4
N06AG,Monoamine oxidase A inhibitors,N06A,4
N06AX,Other antidepressants,N06A,4
N06BA,Centrally acting sympathomimetics,N06B,4
N06BC,Xanthine derivatives,N06B,4
N06BX,Other psychostimulants and nootropics,N06B,4
N06CA,Antidepressants in combination with psycholeptics,N06C,4
N06CB,Psychostimulants in combination with psycholeptics,N06C,4
N06DA,Anticholinesterases,N06D,4
N06DX,Other anti-dementia drugs,N06D,4
N07AA,Anticholinesterases,N07A,4
N07AB,Choline esters,N07A,4
N07AX,Other parasympathomimetics,N07A,4
N07BA,Drugs used in nicotine dependence,N07B,4
N07BB,Drugs used in alcohol dependence,N07B,4
N07BC,Drugs used in opioid dependence,N07B,4
N07CA,Antivertigo preparations,N07C,4
N07XA,Gangliosides and ganglioside derivatives,N07X,4
N07XX,Other nervous system drugs,N07X,4
P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",,1
P01,ANTIPROTOZOALS,P,2
P02,ANTHELMINTICS,P,2
P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P,2
P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01,3
P01B,ANTIMALARIALS,P01,3
P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01,3
P02B,ANTITREMATODALS,P02,3
P02C,ANTINEMATODAL AGENTS,P02,3
P02D,ANTICESTODALS,P02,3
P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03,3
P03B,INSECTICIDES AND REPELLENTS,P03,3
P01AA,Hydroxyquinoline derivatives,P01A,4
P01AB,Nitroimidazole derivatives,P01A,4
P01AC,Dichloroacetamide derivatives,P01A,4
P01AR,Arsenic compounds,P01A,4
P01AX,Other agents against amoebiasis and other protozoal diseases,P01A,4
P01BA,Aminoquinolines,P01B,4
P01BB,Biguanides,P01B,4
P01BC,Methanolquinolines,P01B,4
P01BD,Diaminopyrimidines,P01B,4
P01BE,"Artemisinin and derivatives, plain",P01B,4
P01BF,"Artemisinin and derivatives, combinations",P01B,4
P01BX,Other antimalarials,P01B,4
P01CA,Nitroimidazole derivatives,P01C,4
P01CB,Antimony compounds,P01C,4
P01CC,Nitrofuran derivatives,P01C,4
P01CD,Arsenic compounds,P01C,4
P01CX,Other agents against leishmaniasis and trypanosomiasis,P01C,4
P02BA,Quinoline derivatives and related substances,P02B,4
P02BB,Organophosphorous compounds,P02B,4
