english_name,slovak_name,atc_primary,atc_all
"meclozine, combinations",,R06AE55,R06AE55
cyproheptadine,,R06AX02,R06AX02
phenindamine,,R06AX04,R06AX04
triprolidine,,R06AX07,R06AX07
pyrrobutamine,,R06AX08,R06AX08
azatadine,,R06AX09,R06AX09
astemizole,,R06AX11,R06AX11
terfenadine,,R06AX12,R06AX12
loratadine,,R06AX13,R06AX13
mebhydrolin,,R06AX15,R06AX15
deptropine,,R06AX16,R06AX16
ketotifen,,R06AX17,R06AX17;S01GX08
acrivastine,,R06AX18,R06AX18
tritoqualine,,R06AX21,R06AX21
ebastine,,R06AX22,R06AX22
pimethixene,,R06AX23,R06AX23
epinastine,,R06AX24,R06AX24;S01GX10
mizolastine,,R06AX25,R06AX25
fexofenadine,,R06AX26,R06AX26
desloratadine,,R06AX27,R06AX27
rupatadine,,R06AX28,R06AX28
bilastine,,R06AX29,R06AX29;S01GX13
quifenadine,,R06AX31,R06AX31
sequifenadine,,R06AX32,R06AX32
"thenalidine, combinations",,R06AX53,R06AX53
"pyrrobutamine, combinations",,R06AX58,R06AX58
colfosceril palmitate,,R07AA01,R07AA01
natural phospholipids,,R07AA02,R07AA02
doxapram,,R07AB01,R07AB01
nikethamide,,R07AB02,R07AB02
pentetrazol,,R07AB03,R07AB03
etamivan,,R07AB04,R07AB04
bemegride,,R07AB05,R07AB05
prethcamide,,R07AB06,R07AB06
almitrine,,R07AB07,R07AB07
dimefline,,R07AB08,R07AB08
mepixanox,,R07AB09,R07AB09
"nikethamide, combinations",,R07AB52,R07AB52
"pentetrazol, combinations",,R07AB53,R07AB53
nitric oxide,,R07AX01,R07AX01
ivacaftor,,R07AX02,R07AX02
ivacaftor and lumacaftor,,R07AX30,R07AX30
ivacaftor and tezacaftor,,R07AX31,R07AX31
"ivacaftor, tezacaftor and elexacaftor",,R07AX32,R07AX32
dihydrostreptomycin,,S01AA15,S01AA15
antibiotics in combination with other drugs,,S01AA20,S01AA20
micronomicin,,S01AA22,S01AA22
azidamfenicol,,S01AA25,S01AA25
combinations of different antibiotics,,S01AA30,S01AA30
sulfadicramide,,S01AB03,S01AB03
sulfafenazol,,S01AB05,S01AB05
trifluridine,,S01AD02,S01AD02
interferon,,S01AD05,S01AD05
fomivirsen,,S01AD08,S01AD08
besifloxacin,,S01AE08,S01AE08
mercury compounds,,S01AX01,S01AX01
silver compounds,,S01AX02,S01AX02
zinc compounds,,S01AX03,S01AX03
bibrocathol,,S01AX05,S01AX05
sodium borate,,S01AX07,S01AX07
sodium propionate,,S01AX10,S01AX10
picloxydine,,S01AX16,S01AX16
medrysone,,S01BA08,S01BA08
formocortal,,S01BA12,S01BA12
loteprednol,,S01BA14,S01BA14
hydrocortisone and mydriatics,,S01BB01,S01BB01
prednisolone and mydriatics,,S01BB02,S01BB02
fluorometholone and mydriatics,,S01BB03,S01BB03
betamethasone and mydriatics,,S01BB04,S01BB04
pranoprofen,,S01BC09,S01BC09
nepafenac,,S01BC10,S01BC10
bromfenac,,S01BC11,S01BC11
dexamethasone and antiinfectives,,S01CA01,S01CA01;S02CA06;S03CA01
prednisolone and antiinfectives,,S01CA02,S01CA02;S02CA01;S03CA02
hydrocortisone and antiinfectives,,S01CA03,S01CA03;S02CA03;S03CA04
fluocortolone and antiinfectives,,S01CA04,S01CA04
betamethasone and antiinfectives,,S01CA05,S01CA05;S03CA06
fludrocortisone and antiinfectives,,S01CA06,S01CA06;S02CA07;S03CA05
fluorometholone and antiinfectives,,S01CA07,S01CA07
methylprednisolone and antiinfectives,,S01CA08,S01CA08;S03CA07
chloroprednisone and antiinfectives,,S01CA09,S01CA09
fluocinolone acetonide and antiinfectives,,S01CA10,S01CA10;S02CA05
clobetasone and antiinfectives,,S01CA11,S01CA11
loteprednol and antiinfectives,,S01CA12,S01CA12
diclofenac and antiinfectives,,S01CC01,S01CC01
indometacin and antiinfectives,,S01CC02,S01CC02
dipivefrine,,S01EA02,S01EA02
apraclonidine,,S01EA03,S01EA03
"epinephrine, combinations",,S01EA51,S01EA51
ecothiopate,,S01EB03,S01EB03
demecarium,,S01EB04,S01EB04
physostigmine,,S01EB05,S01EB05;V03AB19
fluostigmine,,S01EB07,S01EB07
aceclidine,,S01EB08,S01EB08
acetylcholine,,S01EB09,S01EB09
paraoxon,,S01EB10,S01EB10
"pilocarpine, combinations",,S01EB51,S01EB51
"aceclidine, combinations",,S01EB58,S01EB58
acetazolamide,,S01EC01,S01EC01
diclofenamide,,S01EC02,S01EC02
dorzolamide,,S01EC03,S01EC03
brinzolamide,,S01EC04,S01EC04
methazolamide,,S01EC05,S01EC05
"brinzolamide, combinations",,S01EC54,S01EC54
levobunolol,,S01ED03,S01ED03
metipranolol,,S01ED04,S01ED04
befunolol,,S01ED06,S01ED06
"timolol, combinations",,S01ED51,S01ED51
"betaxolol, combinations",,S01ED52,S01ED52
"metipranolol, combinations",,S01ED54,S01ED54
"carteolol, combinations",,S01ED55,S01ED55
latanoprost,,S01EE01,S01EE01
unoprostone,,S01EE02,S01EE02
bimatoprost,,S01EE03,S01EE03
travoprost,,S01EE04,S01EE04
tafluprost,,S01EE05,S01EE05
latanoprostene bunod,,S01EE06,S01EE06
latanoprost and netarsudil,,S01EE51,S01EE51
dapiprazole,,S01EX02,S01EX02
netarsudil,,S01EX05,S01EX05
omidenepag,,S01EX06,S01EX06
ripasudil,,S01EX07,S01EX07
cyclopentolate,,S01FA04,S01FA04
homatropine,,S01FA05,S01FA05
tropicamide,,S01FA06,S01FA06
"cyclopentolate, combinations",,S01FA54,S01FA54
"tropicamide, combinations",,S01FA56,S01FA56
phenylephrine and ketorolac,,S01FB51,S01FB51
"naphazoline, combinations",,S01GA51,S01GA51
"tetryzoline, combinations",,S01GA52,S01GA52
"xylometazoline, combinations",,S01GA53,S01GA53
"oxedrine, combinations",,S01GA56,S01GA56
lodoxamide,,S01GX05,S01GX05
emedastine,,S01GX06,S01GX06
alcaftadine,,S01GX11,S01GX11
proxymetacaine,,S01HA04,S01HA04
fluorescein,,S01JA01,S01JA01
rose bengal sodium,,S01JA02,S01JA02
"fluorescein, combinations",,S01JA51,S01JA51
hypromellose,,S01KA02,S01KA02
"hyaluronic acid, combinations",,S01KA51,S01KA51
trypan blue,,S01KX02,S01KX02
verteporfin,,S01LA01,S01LA01
anecortave,,S01LA02,S01LA02
pegaptanib,,S01LA03,S01LA03
ranibizumab,,S01LA04,S01LA04
brolucizumab,,S01LA06,S01LA06
abicipar pegol,,S01LA07,S01LA07
faricimab,,S01LA09,S01LA09
guaiazulen,,S01XA01,S01XA01
"sodium chloride, hypertonic",,S01XA03,S01XA03
sodium edetate,,S01XA05,S01XA05
alum,,S01XA07,S01XA07
iodoheparinate,,S01XA09,S01XA09
"limbal stem cells, autologous",,S01XA19,S01XA19
artificial tears and other indifferent preparations,,S01XA20,S01XA20
ocriplasmin,,S01XA22,S01XA22
cenegermin,,S01XA24,S01XA24
lifitegrast,,S01XA25,S01XA25
riboflavin,,S01XA26,S01XA26
voretigene neparvovec,,S01XA27,S01XA27
sepofarsen,,S01XA29,S01XA29
boric acid,,S02AA03,S02AA03
aluminium acetotartrate,,S02AA04,S02AA04
"antiinfectives, combinations",,S02AA30,S02AA30;S03AA30
flumetasone and antiinfectives,,S02CA02,S02CA02
triamcinolone and antiinfectives,,S02CA04,S02CA04
feather,,V01AA01,V01AA01
grass pollen,,V01AA02,V01AA02
house dust mites,,V01AA03,V01AA03
mould fungus and yeast fungus,,V01AA04,V01AA04
tree pollen,,V01AA05,V01AA05
insects,,V01AA07,V01AA07
food,,V01AA08,V01AA08
textiles,,V01AA09,V01AA09
flowers,,V01AA10,V01AA10
animals,,V01AA11,V01AA11
nalorphine,,V03AB02,V03AB02
edetates,,V03AB03,V03AB03
pralidoxime,,V03AB04,V03AB04
prednisolone and promethazine,,V03AB05,V03AB05
thiosulfate,,V03AB06,V03AB06
sodium nitrite,,V03AB08,V03AB08
dimercaprol,,V03AB09,V03AB09
obidoxime,,V03AB13,V03AB13
protamine,,V03AB14,V03AB14
methylthioninium chloride,,V03AB17,V03AB17;V04CG05
copper sulfate,,V03AB20,V03AB20
amyl nitrite,,V03AB22,V03AB22
digitalis antitoxin,,V03AB24,V03AB24
flumazenil,,V03AB25,V03AB25
methionine,,V03AB26,V03AB26
4-dimethylaminophenol,,V03AB27,V03AB27
cholinesterase,,V03AB29,V03AB29
prussian blue,,V03AB31,V03AB31
glutathione,,V03AB32,V03AB32
fomepizole,,V03AB34,V03AB34
sugammadex,,V03AB35,V03AB35
idarucizumab,,V03AB37,V03AB37
andexanet alfa,,V03AB38,V03AB38
pralidoxime and atropine,,V03AB54,V03AB54
deferoxamine,,V03AC01,V03AC01
deferiprone,,V03AC02,V03AC02
deferasirox,,V03AC03,V03AC03
polystyrene sulfonate,,V03AE01,V03AE01
sevelamer,,V03AE02,V03AE02
lanthanum carbonate,,V03AE03,V03AE03
calcium acetate and magnesium carbonate,,V03AE04,V03AE04
sucroferric oxyhydroxide,,V03AE05,V03AE05
colestilan,,V03AE06,V03AE06
calcium acetate,,V03AE07,V03AE07
ferric citrate,,V03AE08,V03AE08
patiromer calcium,,V03AE09,V03AE09
sodium zirconium cyclosilicate,,V03AE10,V03AE10
dexrazoxane,,V03AF02,V03AF02
calcium folinate,,V03AF03,V03AF03
calcium levofolinate,,V03AF04,V03AF04
amifostine,,V03AF05,V03AF05
sodium folinate,,V03AF06,V03AF06
rasburicase,,V03AF07,V03AF07
palifermin,,V03AF08,V03AF08
glucarpidase,,V03AF09,V03AF09
sodium levofolinate,,V03AF10,V03AF10
arginine and lysine,,V03AF11,V03AF11
trilaciclib,,V03AF12,V03AF12
sodium cellulose phosphate,,V03AG01,V03AG01
oxygen,,V03AN01,V03AN01
carbon dioxide,,V03AN02,V03AN02
helium,,V03AN03,V03AN03
nitrogen,,V03AN04,V03AN04
medical air,,V03AN05,V03AN05
nalfurafine,,V03AX02,V03AX02
cobicistat,,V03AX03,V03AX03
difelikefalin,,V03AX04,V03AX04
vitamin A concentrates,,V04CB01,V04CB01
sincalide,,V04CC03,V04CC03
ceruletide,,V04CC04,V04CC04
metyrapone,,V04CD01,V04CD01
corticorelin,,V04CD04,V04CD04
somatorelin,,V04CD05,V04CD05
macimorelin,,V04CD06,V04CD06
galactose,,V04CE01,V04CE01
sulfobromophthalein,,V04CE02,V04CE02
methacetin (13C),,V04CE03,V04CE03
tuberculin,,V04CF01,V04CF01
cation exchange resins,,V04CG01,V04CG01
betazole,,V04CG02,V04CG02
histamine phosphate,,V04CG03,V04CG03
pentagastrin,,V04CG04,V04CG04
caffeine and sodium benzoate,,V04CG30,V04CG30
inulin and other polyfructosans,,V04CH01,V04CH01
indigo carmine,,V04CH02,V04CH02
phenolsulfonphthalein,,V04CH03,V04CH03
alsactide,,V04CH04,V04CH04
aminohippuric acid,,V04CH30,V04CH30
thyrotropin,,V04CJ01,V04CJ01
protirelin,,V04CJ02,V04CJ02
secretin,,V04CK01,V04CK01
pancreozymin (cholecystokinin),,V04CK02,V04CK02
bentiromide,,V04CK03,V04CK03
indocyanine green,,V04CX01,V04CX01
methacholine,,V04CX03,V04CX03
13C-urea,,V04CX05,V04CX05
hexaminolevulinate,,V04CX06,V04CX06
edrophonium,,V04CX07,V04CX07
carbon monoxide,,V04CX08,V04CX08
patent blue,,V04CX09,V04CX09
pafolacianine,,V04CX10,V04CX10
lithium chloride,,V04CX11,V04CX11
fructose,,V06DC02,V06DC02
diatrizoic acid,,V08AA01,V08AA01
metrizoic acid,,V08AA02,V08AA02
iodamide,,V08AA03,V08AA03
iotalamic acid,,V08AA04,V08AA04
ioxitalamic acid,,V08AA05,V08AA05
ioglicic acid,,V08AA06,V08AA06
acetrizoic acid,,V08AA07,V08AA07
iocarmic acid,,V08AA08,V08AA08
methiodal,,V08AA09,V08AA09
diodone,,V08AA10,V08AA10
metrizamide,,V08AB01,V08AB01
iohexol,,V08AB02,V08AB02
ioxaglic acid,,V08AB03,V08AB03
iopamidol,,V08AB04,V08AB04
iopromide,,V08AB05,V08AB05
iotrolan,,V08AB06,V08AB06
ioversol,,V08AB07,V08AB07
iopentol,,V08AB08,V08AB08
iodixanol,,V08AB09,V08AB09
iomeprol,,V08AB10,V08AB10
iobitridol,,V08AB11,V08AB11
ioxilan,,V08AB12,V08AB12
iodoxamic acid,,V08AC01,V08AC01
iotroxic acid,,V08AC02,V08AC02
ioglycamic acid,,V08AC03,V08AC03
adipiodone,,V08AC04,V08AC04
iobenzamic acid,,V08AC05,V08AC05
iopanoic acid,,V08AC06,V08AC06
iocetamic acid,,V08AC07,V08AC07
sodium iopodate,,V08AC08,V08AC08
tyropanoic acid,,V08AC09,V08AC09
calcium iopodate,,V08AC10,V08AC10
ethyl esters of iodised fatty acids,,V08AD01,V08AD01
iopydol,,V08AD02,V08AD02
propyliodone,,V08AD03,V08AD03
iofendylate,,V08AD04,V08AD04
barium sulfate with suspending agents,,V08BA01,V08BA01
barium sulfate without suspending agents,,V08BA02,V08BA02
gadopentetic acid,,V08CA01,V08CA01
gadoteric acid,,V08CA02,V08CA02
gadodiamide,,V08CA03,V08CA03
gadoteridol,,V08CA04,V08CA04
mangafodipir,,V08CA05,V08CA05
gadoversetamide,,V08CA06,V08CA06
ferric ammonium citrate,,V08CA07,V08CA07
gadobenic acid,,V08CA08,V08CA08
gadobutrol,,V08CA09,V08CA09
gadoxetic acid,,V08CA10,V08CA10
gadofosveset,,V08CA11,V08CA11
gadopiclenol,,V08CA12,V08CA12
ferumoxsil,,V08CB01,V08CB01
ferristene,,V08CB02,V08CB02
"iron oxide, nanoparticles",,V08CB03,V08CB03
perflubron,,V08CX01,V08CX01
"perflutren, human albumin microspheres",,V08DA01,V08DA01
microparticles of galactose,,V08DA02,V08DA02
perflenapent,,V08DA03,V08DA03
"perflutren, phospholipid microspheres",,V08DA04,V08DA04
"sulfur hexafluoride, phospholipid microspheres",,V08DA05,V08DA05
"perflubutane, phospholipid microspheres",,V08DA06,V08DA06
technetium (99mTc) exametazime,,V09AA01,V09AA01
technetium (99mTc) bicisate,,V09AA02,V09AA02
iodine iofetamine (123I),,V09AB01,V09AB01
iodine iolopride (123I),,V09AB02,V09AB02
iodine ioflupane (123I),,V09AB03,V09AB03
indium (111In) pentetic acid,,V09AX01,V09AX01
iodine (124I) 2beta-carbomethoxy-3beta-(4 iodophenyl)-tropane,,V09AX03,V09AX03
flutemetamol (18F),,V09AX04,V09AX04
florbetapir (18F),,V09AX05,V09AX05
florbetaben (18F),,V09AX06,V09AX06
flortaucipir (18F),,V09AX07,V09AX07
technetium (99mTc) oxidronic acid,,V09BA01,V09BA01
technetium (99mTc) medronic acid,,V09BA02,V09BA02
technetium (99mTc) pyrophosphate,,V09BA03,V09BA03
technetium (99mTc) butedronic acid,,V09BA04,V09BA04
technetium (99mTc) pentetic acid,,V09CA01,V09CA01;V09EA01
technetium (99mTc) succimer,,V09CA02,V09CA02
technetium (99mTc) mertiatide,,V09CA03,V09CA03
technetium (99mTc) gluceptate,,V09CA04,V09CA04
technetium (99mTc) gluconate,,V09CA05,V09CA05
technetium (99mTc) ethylenedicysteine,,V09CA06,V09CA06
sodium iodohippurate (123I),,V09CX01,V09CX01
sodium iodohippurate (131I),,V09CX02,V09CX02
sodium iothalamate (125I),,V09CX03,V09CX03
chromium (51Cr) edetate,,V09CX04,V09CX04
technetium (99mTc) disofenin,,V09DA01,V09DA01
technetium (99mTc) etifenin,,V09DA02,V09DA02
technetium (99mTc) lidofenin,,V09DA03,V09DA03
technetium (99mTc) mebrofenin,,V09DA04,V09DA04
technetium (99mTc) galtifenin,,V09DA05,V09DA05
technetium (99mTc) nanocolloid,,V09DB01,V09DB01;V09EA03
technetium (99mTc) microcolloid,,V09DB02,V09DB02
technetium (99mTc) millimicrospheres,,V09DB03,V09DB03
technetium (99mTc) tin colloid,,V09DB04,V09DB04
technetium (99mTc) sulfur colloid,,V09DB05,V09DB05
technetium (99mTc) rheniumsulfide colloid,,V09DB06,V09DB06
technetium (99mTc) phytate,,V09DB07,V09DB07
selenium (75Se) tauroselcholic acid,,V09DX01,V09DX01
technetium (99mTc) technegas,,V09EA02,V09EA02
technetium (99mTc) macrosalb,,V09EB01,V09EB01
technetium (99mTc) microspheres,,V09EB02,V09EB02
krypton (81mKr) gas,,V09EX01,V09EX01
xenon (127Xe) gas,,V09EX02,V09EX02
xenon (133Xe) gas,,V09EX03,V09EX03
technetium (99mTc) pertechnetate,,V09FX01,V09FX01
sodium iodide (123I),,V09FX02,V09FX02
sodium iodide (131I),,V09FX03,V09FX03;V10XA01
sodium iodide (124I),,V09FX04,V09FX04
technetium (99mTc) sestamibi,,V09GA01,V09GA01
technetium (99mTc) tetrofosmin,,V09GA02,V09GA02
technetium (99mTc) teboroxime,,V09GA03,V09GA03
technetium (99mTc) human albumin,,V09GA04,V09GA04
technetium (99mTc) furifosmin,,V09GA05,V09GA05
technetium (99mTc) stannous agent labelled cells,,V09GA06,V09GA06
technetium (99mTc) apcitide,,V09GA07,V09GA07
fibrinogen (125I),,V09GB01,V09GB01
iodine (125I) human albumin,,V09GB02,V09GB02
thallium (201Tl) chloride,,V09GX01,V09GX01
indium (111In) imciromab,,V09GX02,V09GX02
chromium (51Cr) chromate labelled cells,,V09GX03,V09GX03
rubidium (82Rb) chloride,,V09GX04,V09GX04
ammonia (13N),,V09GX05,V09GX05
technetium (99mTc) human immunoglobulin,,V09HA01,V09HA01
technetium (99mTc) exametazime labelled cells,,V09HA02,V09HA02
technetium (99mTc) antigranulocyte antibody,,V09HA03,V09HA03
technetium (99mTc) sulesomab,,V09HA04,V09HA04
indium (111In) oxinate labelled cells,,V09HB01,V09HB01
indium (111In) tropolonate labelled cells,,V09HB02,V09HB02
gallium (67Ga) citrate,,V09HX01,V09HX01
technetium (99mTc) antiCarcinoEmbryonicAntigen antibody,,V09IA01,V09IA01
technetium (99mTc) antimelanoma antibody,,V09IA02,V09IA02
technetium (99mTc) pentavalent succimer,,V09IA03,V09IA03
technetium (99mTc) votumumab,,V09IA04,V09IA04
technetium (99mTc) depreotide,,V09IA05,V09IA05
technetium (99mTc) arcitumomab,,V09IA06,V09IA06
technetium (99mTc) hynic-octreotide,,V09IA07,V09IA07
technetium (99mTc) etarfolatide,,V09IA08,V09IA08
technetium (99mTc) tilmanocept,,V09IA09,V09IA09
technetium (99mTc)trofolastat chloride,,V09IA10,V09IA10
indium (111In) pentetreotide,,V09IB01,V09IB01
indium (111In) satumomab pendetide,,V09IB02,V09IB02
indium (111In) antiovariumcarcinoma antibody,,V09IB03,V09IB03
indium (111In) capromab pendetide,,V09IB04,V09IB04
iobenguane (123I),,V09IX01,V09IX01
iobenguane (131I),,V09IX02,V09IX02;V10XA02
iodine (125I) CC49-monoclonal antibody,,V09IX03,V09IX03
fludeoxyglucose (18F),,V09IX04,V09IX04
fluorodopa (18F),,V09IX05,V09IX05
sodium fluoride (18F),,V09IX06,V09IX06
fluorocholine (18F),,V09IX07,V09IX07
fluoroethylcholine (18F),,V09IX08,V09IX08
gallium (68Ga) edotreotide,,V09IX09,V09IX09
fluoroethyl-L-tyrosine (18F),,V09IX10,V09IX10
fluoroestradiol (18F),,V09IX11,V09IX11
fluciclovine (18F),,V09IX12,V09IX12
methionine (11C),,V09IX13,V09IX13
gallium (68Ga) gozetotide,,V09IX14,V09IX14
copper (64Cu) dotatate,,V09IX15,V09IX15
piflufolastat (18F),,V09IX16,V09IX16
PSMA-1007 (18F),,V09IX17,V09IX17
iodine (131I) norcholesterol,,V09XA01,V09XA01
iodocholesterol (131I),,V09XA02,V09XA02
iodine (131I) human albumin,,V09XA03,V09XA03
cobalt (57Co) cyanocobalamine,,V09XX01,V09XX01
cobalt (58Co) cyanocobalamine,,V09XX02,V09XX02
selenium (75Se) norcholesterol,,V09XX03,V09XX03
ferric (59Fe) citrate,,V09XX04,V09XX04
yttrium (90Y) citrate colloid,,V10AA01,V10AA01
yttrium (90Y) ferrihydroxide colloid,,V10AA02,V10AA02
yttrium (90Y) silicate colloid,,V10AA03,V10AA03
phosphorous (32P) chromicphosphate colloid,,V10AX01,V10AX01
samarium (153Sm) hydroxyapatite colloid,,V10AX02,V10AX02
dysprosium (165Dy) colloid,,V10AX03,V10AX03
erbium (169Er) citrate colloid,,V10AX04,V10AX04
rhenium (186Re) sulfide colloid,,V10AX05,V10AX05
gold (198Au) colloidal,,V10AX06,V10AX06
strontium (89Sr) chloride,,V10BX01,V10BX01
samarium (153Sm) lexidronam,,V10BX02,V10BX02
rhenium (186Re) etidronic acid,,V10BX03,V10BX03
iodine (131I) omburtamab,,V10XA03,V10XA03
tositumomab/iodine (131I) tositumomab,,V10XA53,V10XA53
sodium phosphate (32P),,V10XX01,V10XX01
ibritumomab tiuxetan (90Y),,V10XX02,V10XX02
radium (223Ra) dichloride,,V10XX03,V10XX03
lutetium (177Lu) oxodotreotide,,V10XX04,V10XX04
lutetium (177Lu) vipivotide tetraxetan,,V10XX05,V10XX05
