muscle_region_en,muscle_region_sk,muscle_region_ge,muscle_category_en,muscle_category_sk,muscle_category_ge,latin_muscle_name,english_muscle_name,muscle_part,type_of_movement,innervation,blood_supply,origo,insercio
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Transversospinales),Hlboké svaly chrbta (Transversospinálne svaly),,Musculi rotatores thoracis,Thoracic rotatores muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Transversospinales),Hlboké svaly chrbta (Transversospinálne svaly),,Musculi rotatores cervicis,Cervical rotatores muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Segmental),Hlboké svaly chrbta (Segmentálne svaly),,Musculi interspinales,Interspinales muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Segmental),Hlboké svaly chrbta (Segmentálne svaly),,Musculi interspinales cervicis,Cervical interspinales muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Segmental),Hlboké svaly chrbta (Segmentálne svaly),,Musculi interspinales thoracis,Thoracic interspinales muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Segmental),Hlboké svaly chrbta (Segmentálne svaly),,Musculi interspinales lumborum,Lumbar interspinales muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Segmental),Hlboké svaly chrbta (Segmentálne svaly),,Musculi intertransversarii,Intertransversarii muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Segmental),Hlboké svaly chrbta (Segmentálne svaly),,Musculi intertransversarii cervicis,Cervical intertransversarii muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Segmental),Hlboké svaly chrbta (Segmentálne svaly),,Musculi intertransversarii thoracis,Thoracic intertransversarii muscles,,,,,
Muscles of the Back,Svaly chrbta,Rückenmuskulatur,Intrinsic back muscles (Segmental),Hlboké svaly chrbta (Segmentálne svaly),,Musculi intertransversarii lumborum,Lumbar intertransversarii muscles,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus deltoideus,Deltoid muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus deltoideus,Deltoid muscle,Pars clavicularis,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus deltoideus,Deltoid muscle,Pars acromialis,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus deltoideus,Deltoid muscle,Pars spinalis,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus supraspinatus,Supraspinatus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus infraspinatus,Infraspinatus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus teres minor,Teres minor muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus teres major,Teres major muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Scapular muscles,Svaly lopatky,,Musculus subscapularis,Subscapularis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – anterior compartment,Predný svalový oddiel ramena,,Musculus biceps brachii,Biceps brachii muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – anterior compartment,Predný svalový oddiel ramena,,Musculus biceps brachii,Biceps brachii muscle,Caput longum,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – anterior compartment,Predný svalový oddiel ramena,,Musculus biceps brachii,Biceps brachii muscle,Caput breve,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – anterior compartment,Predný svalový oddiel ramena,,Musculus coracobrachialis,Coracobrachialis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – anterior compartment,Predný svalový oddiel ramena,,Musculus brachialis,Brachialis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – posterior compartment,Zadný svalový oddiel ramena,,Musculus triceps brachii,Triceps brachii muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – posterior compartment,Zadný svalový oddiel ramena,,Musculus triceps brachii,Triceps brachii muscle,Caput longum,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – posterior compartment,Zadný svalový oddiel ramena,,Musculus triceps brachii,Triceps brachii muscle,Caput laterale,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – posterior compartment,Zadný svalový oddiel ramena,,Musculus triceps brachii,Triceps brachii muscle,Caput mediale,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,Arm – posterior compartment,Zadný svalový oddiel ramena,,Musculus anconeus,Anconeus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, superficial layer","Predný svalový oddiel predlaktia - povrchová vrstva",,Musculus pronator teres,Pronator teres muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, superficial layer","Predný svalový oddiel predlaktia - povrchová vrstva",,Musculus pronator teres,Pronator teres muscle,Caput humerale,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, superficial layer","Predný svalový oddiel predlaktia - povrchová vrstva",,Musculus pronator teres,Pronator teres muscle,Caput ulnare,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, superficial layer","Predný svalový oddiel predlaktia - povrchová vrstva",,Musculus flexor carpi radialis,Flexor carpi radialis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, superficial layer","Predný svalový oddiel predlaktia - povrchová vrstva",,Musculus palmaris longus,Palmaris longus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, superficial layer","Predný svalový oddiel predlaktia - povrchová vrstva",,Musculus flexor carpi ulnaris,Flexor carpi ulnaris muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, superficial layer","Predný svalový oddiel predlaktia - povrchová vrstva",,Musculus flexor carpi ulnaris,Flexor carpi ulnaris muscle,Caput humerale,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, superficial layer","Predný svalový oddiel predlaktia - povrchová vrstva",,Musculus flexor carpi ulnaris,Flexor carpi ulnaris muscle,Caput ulnare,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, intermediate layer","Predný svalový oddiel predlaktia - stredná vrstva",,Musculus flexor digitorum superficialis,Flexor digitorum superficialis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, deep layer","Predný svalový oddiel predlaktia - hlboká vrstva",,Musculus flexor digitorum profundus,Flexor digitorum profundus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, deep layer","Predný svalový oddiel predlaktia - hlboká vrstva",,Musculus flexor pollicis longus,Flexor pollicis longus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – anterior compartment, deep layer","Predný svalový oddiel predlaktia - hlboká vrstva",,Musculus pronator quadratus,Pronator quadratus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, superficial layer","Zadný svalový oddiel predlaktia - povrchová vrstva",,Musculus brachioradialis,Brachioradialis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, superficial layer","Zadný svalový oddiel predlaktia - povrchová vrstva",,Musculus extensor carpi radialis longus,Extensor carpi radialis longus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, superficial layer","Zadný svalový oddiel predlaktia - povrchová vrstva",,Musculus extensor carpi radialis brevis,Extensor carpi radialis brevis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, superficial layer","Zadný svalový oddiel predlaktia - povrchová vrstva",,Musculus extensor digitorum,Extensor digitorum muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, superficial layer","Zadný svalový oddiel predlaktia - povrchová vrstva",,Musculus extensor digiti minimi,Extensor digiti minimi muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, superficial layer","Zadný svalový oddiel predlaktia - povrchová vrstva",,Musculus extensor carpi ulnaris,Extensor carpi ulnaris muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, deep layer","Zadný svalový oddiel predlaktia - hlboká vrstva",,Musculus supinator,Supinator muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, deep layer","Zadný svalový oddiel predlaktia - hlboká vrstva",,Musculus abductor pollicis longus,Abductor pollicis longus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, deep layer","Zadný svalový oddiel predlaktia - hlboká vrstva",,Musculus extensor pollicis brevis,Extensor pollicis brevis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, deep layer","Zadný svalový oddiel predlaktia - hlboká vrstva",,Musculus extensor pollicis longus,Extensor pollicis longus muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Forearm – posterior compartment, deep layer","Zadný svalový oddiel predlaktia - hlboká vrstva",,Musculus extensor indicis,Extensor indicis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – thenar muscles, superficial layer","Ruka - svaly thenaru (palcového vankúšika), povrchová vrstva",,Musculus abductor pollicis brevis,Abductor pollicis brevis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – thenar muscles, superficial layer","Ruka - svaly thenaru (palcového vankúšika), povrchová vrstva",,Musculus flexor pollicis brevis,Flexor pollicis brevis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – thenar muscles, superficial layer","Ruka - svaly thenaru (palcového vankúšika), povrchová vrstva",,Musculus flexor pollicis brevis,Flexor pollicis brevis muscle,Caput superficiale,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – thenar muscles, deep layer","Ruka - svaly thenaru (palcového vankúšika), hlboká vrstva",,Musculus flexor pollicis brevis,Flexor pollicis brevis muscle,Caput profundum,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – thenar muscles, deep layer","Ruka - svaly thenaru (palcového vankúšika), hlboká vrstva",,Musculus opponens pollicis,Opponens pollicis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – thenar muscles, deep layer","Ruka - svaly thenaru (palcového vankúšika), hlboká vrstva",,Musculus adductor pollicis,Adductor pollicis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – thenar muscles, deep layer","Ruka - svaly thenaru (palcového vankúšika), hlboká vrstva",,Musculus adductor pollicis,Adductor pollicis muscle,Caput obliquum,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – thenar muscles, deep layer","Ruka - svaly thenaru (palcového vankúšika), hlboká vrstva",,Musculus adductor pollicis,Adductor pollicis muscle,Caput transversum,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – hypothenar muscles, superficial layer","Ruka - svaly hypothenaru (malého vankúšika), povrchová vrstva",,Musculus palmaris brevis,Palmaris brevis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – hypothenar muscles, superficial layer","Ruka - svaly hypothenaru (malého vankúšika), povrchová vrstva",,Musculus abductor digiti minimi,Abductor digiti minimi muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – hypothenar muscles, superficial layer","Ruka - svaly hypothenaru (malého vankúšika), povrchová vrstva",,Musculus flexor digiti minimi brevis,Flexor digiti minimi brevis muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – hypothenar muscles, deep layer","Ruka - svaly hypothenaru (malého vankúšika), hlboká vrstva",,Musculus opponens digiti minimi,Opponens digiti minimi muscle,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – central compartment, superficial layer","Ruka - svaly centrálneho oddielu ruky, povrchová vrstva",,Musculi lumbricales,Lumbrical muscles,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – central compartment, deep layer","Ruka - svaly centrálneho oddielu ruky, hlboká vrstva",,Musculi interossei palmares,Palmar interossei muscles,,,,,
Muscles of the Upper Limb,Svaly hornej končatiny,Muskulatur der oberen Extremität,"Hand – central compartment, deep layer","Ruka - svaly centrálneho oddielu ruky, hlboká vrstva",,Musculi interossei dorsales,Dorsal interossei muscles,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – superficial gluteal muscles,"Bedro - povrchové svaly gluteálne",,Musculus gluteus maximus,Gluteus maximus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – superficial gluteal muscles,"Berdo - povrchové svaly gluteálne",,Musculus gluteus medius,Gluteus medius muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – superficial gluteal muscles,"Bedro - povrchové svaly gluteálne",,Musculus gluteus minimus,Gluteus minimus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – deep lateral rotators,"Bedro - hlboké laterálne rotátory",,Musculus piriformis,Piriformis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – deep lateral rotators,"Bedro - hlboké laterálne rotátory",,Musculus obturatorius internus,Obturator internus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – deep lateral rotators,"Bedro - hlboké laterálne rotátory",,Musculus obturatorius internus,Obturator internus muscle,Gemellus superior,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – deep lateral rotators,"Bedro - hlboké laterálne rotátory",,Musculus obturatorius internus,Obturator internus muscle,Gemellus inferior,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – deep lateral rotators,"Bedro - hlboké laterálne rotátory",,Musculus quadratus femoris,Quadratus femoris muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Hip – deep lateral rotators,"Bedro - hlboké laterálne rotátory",,Musculus obturatorius externus,Obturator externus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus iliopsoas,Iliopsoas muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus psoas major,Psoas major muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus iliacus,Iliacus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus sartorius,Sartorius muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus quadriceps femoris,Quadriceps femoris muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus quadriceps femoris,Quadriceps femoris muscle,Musculus rectus femoris,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus quadriceps femoris,Quadriceps femoris muscle,Musculus vastus lateralis,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus quadriceps femoris,Quadriceps femoris muscle,Musculus vastus medialis,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus quadriceps femoris,Quadriceps femoris muscle,Musculus vastus intermedius,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – anterior compartment,"Stehno - predný komparment",,Musculus articularis genus,Articularis genus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – medial compartment,"Stehno - mediálny komparment",,Musculus pectineus,Pectineus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – medial compartment,"Stehno - mediálny komparment",,Musculus adductor longus,Adductor longus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – medial compartment,"Stehno - mediálny komparment",,Musculus adductor brevis,Adductor brevis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – medial compartment,"Stehno - mediálny komparment",,Musculus adductor magnus,Adductor magnus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – medial compartment,"Stehno - mediálny komparment",,Musculus adductor magnus,Adductor magnus muscle,Pars adductoria,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – medial compartment,"Stehno - mediálny komparment",,Musculus adductor magnus,Adductor magnus muscle,Pars hamstringa,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – medial compartment,"Stehno - mediálny komparment",,Musculus gracilis,Gracilis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – posterior compartment,"Stehno - zadný komparment",,Musculus biceps femoris,Biceps femoris muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – posterior compartment,"Stehno - zadný komparment",,Musculus biceps femoris,Biceps femoris muscle,Caput longum,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – posterior compartment,"Stehno - zadný komparment",,Musculus biceps femoris,Biceps femoris muscle,Caput breve,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – posterior compartment,"Stehno - zadný komparment",,Musculus semitendinosus,Semitendinosus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Thigh – posterior compartment,"Stehno - zadný komparment",,Musculus semimembranosus,Semimembranosus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Leg – anterior compartment,"Predkolenie - predný kopartment",,Musculus tibialis anterior,Tibialis anterior muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Leg – anterior compartment,"Predkolenie - predný kopartment",,Musculus extensor hallucis longus,Extensor hallucis longus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Leg – anterior compartment,"Predkolenie - predný kopartment",,Musculus extensor digitorum longus,Extensor digitorum longus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Leg – anterior compartment,"Predkolenie - predný kopartment",,Musculus fibularis tertius,Fibularis tertius muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Leg – lateral compartment,"Predkolenie - laterálny kopartment",,Musculus fibularis longus,Fibularis longus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Leg – lateral compartment,"Predkolenie - laterálny kopartment",,Musculus fibularis brevis,Fibularis brevis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, superficial layer","Predkolenie - zadný kopartment, povrchová vrstva",,Musculus gastrocnemius,Gastrocnemius muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, superficial layer","Predkolenie - zadný kopartment, povrchová vrstva",,Musculus gastrocnemius,Gastrocnemius muscle,Caput mediale,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, superficial layer","Predkolenie - zadný kopartment, povrchová vrstva",,Musculus gastrocnemius,Gastrocnemius muscle,Caput laterale,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, superficial layer","Predkolenie - zadný kopartment, povrchová vrstva",,Musculus soleus,Soleus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, superficial layer","Predkolenie - zadný kopartment, povrchová vrstva",,Musculus plantaris,Plantaris muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, deep layer","Predkolenie - zadný kopartment, hlboká vrstva",,Musculus popliteus,Popliteus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, deep layer","Predkolenie - zadný kopartment, hlboká vrstva",,Musculus tibialis posterior,Tibialis posterior muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, deep layer","Predkolenie - zadný kopartment, hlboká vrstva",,Musculus flexor hallucis longus,Flexor hallucis longus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Leg – posterior compartment, deep layer","Predkolenie - zadný kopartment, hlboká vrstva",,Musculus flexor digitorum longus,Flexor digitorum longus muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Foot – dorsal muscles,"Chodidlo - dorzálne svaly",,Musculus extensor digitorum brevis,Extensor digitorum brevis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,Foot – dorsal muscles,"Chodidlo - dorzálne svaly",,Musculus extensor hallucis brevis,Extensor hallucis brevis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer I","Chodidlo - plantárne svaly, I vrstva",,Musculus abductor hallucis,Abductor hallucis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer I","Chodidlo - plantárne svaly, I vrstva",,Musculus flexor digitorum brevis,Flexor digitorum brevis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer I","Chodidlo - plantárne svaly, I vrstva",,Musculus abductor digiti minimi,Abductor digiti minimi muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer II","Chodidlo - plantárne svaly, II vrstva",,Musculus quadratus plantae,Quadratus plantae muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer II","Chodidlo - plantárne svaly, II vrstva",,Musculi lumbricales,Lumbrical muscles,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer III","Chodidlo - plantárne svaly, III vrstva",,Musculus flexor hallucis brevis,Flexor hallucis brevis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer III","Chodidlo - plantárne svaly, III vrstva",,Musculus adductor hallucis,Adductor hallucis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer III","Chodidlo - plantárne svaly, III vrstva",,Musculus adductor hallucis,Adductor hallucis muscle,Caput obliquum,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer III","Chodidlo - plantárne svaly, III vrstva",,Musculus adductor hallucis,Adductor hallucis muscle,Caput transversum,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer III","Chodidlo - plantárne svaly, III vrstva",,Musculus flexor digiti minimi brevis,Flexor digiti minimi brevis muscle,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer IV","Chodidlo - plantárne svaly, IV vrstva",,Musculi interossei plantares,Plantar interossei muscles,,,,,
Muscles of the Lower Limb,Svaly dolnej končatiny,Muskulatur der unteren Extremität,"Foot – plantar muscles, layer IV","Chodidlo - plantárne svaly, IV vrstva",,Musculi interossei dorsales,Dorsal interossei muscles,,,,,
